file_id,biosample_type,tissue,assay,strand,experiment_target,specie,dataset
SRX12330306,tissue,Leaf bundle sheath,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX17592193,tissue,Endosperm,Histone ChIP-seq,,H3K14ac,zea_mays,ncbi_chrom_acc
SRX17592205,tissue,Endosperm,Histone ChIP-seq,,H3K14ac,zea_mays,ncbi_chrom_acc
SRX19482238,tissue,Seedling,Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX19482239,tissue,Seedling,Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX19482240,tissue,Seedling,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX19482241,tissue,Seedling,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX19482242,tissue,Seedling,Histone ChIP-seq,,H3K9ac,zea_mays,ncbi_chrom_acc
SRX19482243,tissue,Seedling,Histone ChIP-seq,,H3K9ac,zea_mays,ncbi_chrom_acc
SRX21046137,tissue,Seed,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX21046140,tissue,Seed,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX21046141,tissue,Seed,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX21859089,tissue,Seed (15 DAP),Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX21859090,tissue,Seed (15 DAP),Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX21859091,tissue,Seed (15 DAP),Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX21859092,tissue,Seed (15 DAP),Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX22081331,tissue,Seed,TF ChIP-seq,,DOF,zea_mays,ncbi_chrom_acc
SRX22081332,tissue,Seed,TF ChIP-seq,,DOF,zea_mays,ncbi_chrom_acc
SRX22081333,tissue,Seed,TF ChIP-seq,,DOF-13,zea_mays,ncbi_chrom_acc
SRX22081334,tissue,Seed,TF ChIP-seq,,DOF-13,zea_mays,ncbi_chrom_acc
SRX22081335,tissue,Seed,TF ChIP-seq,,EREB108,zea_mays,ncbi_chrom_acc
SRX22081336,tissue,Seed,TF ChIP-seq,,EREB108,zea_mays,ncbi_chrom_acc
SRX22810776,tissue,Embryo,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810777,tissue,Embryo,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810778,tissue,Stem,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810779,tissue,Stem,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810780,tissue,Endosperm,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810781,tissue,Endosperm,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810782,tissue,Pericarp,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810783,tissue,Pericarp,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810784,tissue,Shoot apical meristem,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810785,tissue,Shoot apical meristem,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810786,tissue,Silk,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX22810787,tissue,Silk,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX23729373,tissue,Leaf,TF ChIP-seq,,DIL1,zea_mays,ncbi_chrom_acc
SRX24641453,tissue,Coleoptilar node,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX24641454,tissue,Coleoptilar node,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX24641455,tissue,Endosperm,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX24641456,tissue,Endosperm,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX24641457,tissue,Endosperm,Histone ChIP-seq,,H3K4me1,zea_mays,ncbi_chrom_acc
SRX24641458,tissue,Endosperm,Histone ChIP-seq,,H3K4me1,zea_mays,ncbi_chrom_acc
SRX24641459,tissue,Endosperm,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX24641460,tissue,Endosperm,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX24641463,tissue,Root tip,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX24641464,tissue,Root tip,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX24641465,tissue,Root tip,Histone ChIP-seq,,H3K4me1,zea_mays,ncbi_chrom_acc
SRX24641466,tissue,Root tip,Histone ChIP-seq,,H3K4me1,zea_mays,ncbi_chrom_acc
SRX24641467,tissue,Root tip,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX24641468,tissue,Root tip,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX24641487,tissue,Coleoptilar node,Histone ChIP-seq,,H3K4me1,zea_mays,ncbi_chrom_acc
SRX24641488,tissue,Coleoptilar node,Histone ChIP-seq,,H3K4me1,zea_mays,ncbi_chrom_acc
SRX24641489,tissue,Coleoptilar node,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX24641490,tissue,Coleoptilar node,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX24641493,tissue,Immature ear,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX24641494,tissue,Immature ear,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX24641495,tissue,Immature ear,Histone ChIP-seq,,H3K4me1,zea_mays,ncbi_chrom_acc
SRX24641496,tissue,Immature ear,Histone ChIP-seq,,H3K4me1,zea_mays,ncbi_chrom_acc
SRX24641497,tissue,Immature ear,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX24641498,tissue,Immature ear,Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX25191179,tissue,Pericarp (10 DAP),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX25191180,tissue,Pericarp (10 DAP),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX25191181,tissue,Pericarp (8 DAP),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX25191183,tissue,Pericarp (10 DAP),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX25191187,tissue,Basal endosperm transfer layer (10 DAP),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX25191191,tissue,Unclear endosperm subtype (8 DAP),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX25191198,tissue,Basal endosperm transfer layer (10 DAP),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX25191209,tissue,Endosperm (8 DAP),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX25191220,tissue,Endosperm (8 DAP),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX26424861,tissue,Endosperm,Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX26424872,tissue,Endosperm,Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX27491894,tissue,Shoot apex,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX27491895,tissue,Shoot apex,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX4170778,tissue,Root tip,Histone ChIP-seq,,CENH3,zea_mays,ncbi_chrom_acc
SRX4170779,tissue,Root tip,Histone ChIP-seq,,CENH3,zea_mays,ncbi_chrom_acc
SRX4170781,tissue,Root tip,Histone ChIP-seq,,CENH3,zea_mays,ncbi_chrom_acc
SRX4170784,tissue,Root tip,Histone ChIP-seq,,CENH3,zea_mays,ncbi_chrom_acc
SRX4233412,tissue,Root tip,Histone ChIP-seq,,H3K9me2,zea_mays,ncbi_chrom_acc
SRX4233413,tissue,Root tip,Histone ChIP-seq,,H3K9me2,zea_mays,ncbi_chrom_acc
SRX4233415,tissue,Root tip,Histone ChIP-seq,,H3K9me2,zea_mays,ncbi_chrom_acc
SRX4233416,tissue,Root tip,Histone ChIP-seq,,H3K9me2,zea_mays,ncbi_chrom_acc
SRX4233417,tissue,Root tip,Histone ChIP-seq,,H3K9me2,zea_mays,ncbi_chrom_acc
SRX4233418,tissue,Root tip,Histone ChIP-seq,,H3K9me2,zea_mays,ncbi_chrom_acc
SRX4233419,tissue,Root tip,Histone ChIP-seq,,H3K9me2,zea_mays,ncbi_chrom_acc
SRX4482466,tissue,Immature ear,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX4482467,tissue,Immature ear,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX4482476,tissue,Shoot,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX4482477,tissue,Shoot,Histone ChIP-seq,,H3K27ac,zea_mays,ncbi_chrom_acc
SRX4493646,tissue,Leaf mesophyll,Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX4740476,tissue,Seedling,ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX7543092,tissue,Ear (2–4 mm),Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX7543093,tissue,Ear (2–4 mm),Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX7543094,tissue,Tassel (2–4 mm),Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX7543095,tissue,Tassel (2–4 mm),Histone ChIP-seq,,H3K4me3,zea_mays,ncbi_chrom_acc
SRX7543101,tissue,Ear (2–4 mm),Histone ChIP-seq,,H3K9ac,zea_mays,ncbi_chrom_acc
SRX7543103,tissue,Tassel (2–4 mm),Histone ChIP-seq,,H3K9ac,zea_mays,ncbi_chrom_acc
SRX7543104,tissue,Tassel (2–4 mm),Histone ChIP-seq,,H3K9ac,zea_mays,ncbi_chrom_acc
SRX7543124,tissue,Ear (2–4 mm),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX7543125,tissue,Ear (2–4 mm),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX7543126,tissue,Tassel (2–4 mm),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX7543127,tissue,Tassel (2–4 mm),ATAC-seq,,none,zea_mays,ncbi_chrom_acc
SRX8020899,tissue,Shoot apex,TF ChIP-seq,,DLF1,zea_mays,ncbi_chrom_acc
SRX8047280,tissue,Leaf mesophyll,Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX8047281,tissue,Leaf mesophyll,Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX8047282,tissue,Leaf bundle sheath,Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX8047283,tissue,Leaf bundle sheath,Histone ChIP-seq,,H3K27me3,zea_mays,ncbi_chrom_acc
SRX9038551,tissue,Leaf,Histone ChIP-seq,,H3,zea_mays,ncbi_chrom_acc
SRX9446570,tissue,Ear,Histone ChIP-seq,,H3K4me1,zea_mays,ncbi_chrom_acc
SRX7016247,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016244,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016240,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016237,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016233,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016230,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016227,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016224,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016223,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016220,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016217,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016214,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016210,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016207,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016204,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7016200,tissue,seminal root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7088714,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7088709,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7440115,tissue,the third leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7440112,tissue,the third leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7620585,tissue,Endosperm,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7654457,tissue,female panicle,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7654454,tissue,female panicle,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7654451,tissue,female panicle,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7678160,tissue,Leaf tissue from the 5th leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7678138,tissue,Leaf tissue from the 5th leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7678135,tissue,Leaf tissue from the 5th leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7678096,tissue,Leaf tissue from the 5th leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7678094,tissue,Leaf tissue from the 5th leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7678072,tissue,Leaf tissue from the 5th leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7678070,tissue,Leaf tissue from the 5th leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7686116,tissue,immature tassel,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7686113,tissue,immature tassel,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7686110,tissue,immature tassel,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965982,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965980,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965978,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965976,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965973,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965971,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965969,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965967,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965965,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965964,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965962,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965960,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965958,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965956,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965954,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX7965952,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8106264,tissue,coleoptile,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8106263,tissue,coleoptile,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8106253,tissue,coleoptile,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8373477,tissue,leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8373473,tissue,leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8389937,tissue,Crown root zone 2,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8389729,tissue,Crown root zone 3,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8389956,tissue,Crown root zone 1,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8509757,tissue,maize (Zea mays) leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8509770,tissue,maize (Zea mays) leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8840249,tissue,leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8840247,tissue,leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8840245,tissue,leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8840243,tissue,leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8944434,tissue,tassel,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8944426,tissue,tassel,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979539,tissue,embryo,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979536,tissue,ear,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979531,tissue,tassel,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979530,tissue,callus,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979527,tissue,above ground tissues,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979524,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979521,tissue,leaf tip,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979517,tissue,leaf middle,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979514,tissue,leaf base,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979511,tissue,endosperm,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX8979507,tissue,anther,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002216,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002215,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002214,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002213,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002212,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002210,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002209,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002208,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002207,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002202,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002201,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002199,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002198,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002193,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002192,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002191,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002190,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002184,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002183,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9002177,tissue,ear (axillary meristem),RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9102560,tissue,"V2 seedling leaf 2, distal 6 cm",RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9102562,tissue,"V2 seedling leaf 2, distal 6 cm",RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200213,tissue,leaves,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200212,tissue,leaves,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200207,tissue,leaves,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200203,tissue,leaves,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200200,tissue,leaves,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200196,tissue,leaves,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200405,tissue,germinated embryo,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200404,tissue,germinated embryo,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200401,tissue,germinated embryo,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200398,tissue,germinated embryo,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200394,tissue,germinated embryo,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9200391,tissue,germinated embryo,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9288118,tissue,leaf tissue,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9288097,tissue,root tissue,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9288094,tissue,root tissue,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9288092,tissue,root tissue,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9288090,tissue,root tissue,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9288088,tissue,leaf tissue,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9288084,tissue,leaf tissue,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9288079,tissue,leaf tissue,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9450805,tissue,roots,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9450801,tissue,roots,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9450797,tissue,shoot,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9450793,tissue,shoot,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9450788,tissue,shoot,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9450784,tissue,shoot,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9450780,tissue,shoot,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9450775,tissue,roots,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9450771,tissue,roots,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9450767,tissue,roots,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9720926,tissue,roots,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9720923,tissue,roots,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9720920,tissue,roots,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9720916,tissue,roots,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9720912,tissue,roots,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9728684,tissue,Flag leaves,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9728681,tissue,Flag leaves,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9728678,tissue,Flag leaves,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9728673,tissue,Flag leaves,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9749189,tissue,leaf tip- 4-6 inches of the top most fully expanded leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9749184,tissue,leaf tip- 4-6 inches of the top most fully expanded leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9749183,tissue,leaf tip- 4-6 inches of the top most fully expanded leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9749177,tissue,leaf tip- 4-6 inches of the top most fully expanded leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9761474,tissue,leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9761467,tissue,leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9761466,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9761461,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9761455,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9761450,tissue,root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9761444,tissue,leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9761439,tissue,leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9821325,tissue,Whole root system,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9821321,tissue,Whole root system,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9863271,tissue,2nd leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9863268,tissue,2nd leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9863265,tissue,2nd leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9863889,tissue,culured immature embryos,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9863888,tissue,culured immature embryos,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9863885,tissue,culured immature embryos,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9863882,tissue,culured immature embryos,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9863881,tissue,culured immature embryos,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9863878,tissue,culured immature embryos,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX9863875,tissue,culured immature embryos,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX10247928,tissue,aerial root,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX10589012,tissue,stem,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX10589014,tissue,stem,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX10601627,tissue,seedling leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
SRX10601630,tissue,seedling leaf,RNA-seq,,RNA-seq,zea_mays,ncbi_rnaseq
