tissue,m1,m2,delta,n_within,pair
CL:0000623,ChIP-seq:H3K36me3,ChIP-seq:H3K9me3,-0.018544914315366215,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0000623,ChIP-seq:H3K4me1,DNase-seq,-0.008570293412190073,3.0,ChIP-seq:H3K4me1 x DNase-seq
CL:0000623,ChIP-seq:H3K4me1,ChIP-seq:H3K27ac,0.06477001456566799,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0000623,ChIP-seq:H3K4me1,ChIP-seq:H3K27me3,0.09130174846484743,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0000623,ChIP-seq:H3K4me1,ChIP-seq:H3K36me3,0.004531208494747127,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0000623,ChIP-seq:H3K4me1,ChIP-seq:H3K4me3,-0.08232181460358376,1.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0000623,ChIP-seq:H3K4me1,ChIP-seq:H3K9me3,0.06850507647298568,1.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0000623,ChIP-seq:H3K4me3,DNase-seq,-0.01310698252931737,3.0,ChIP-seq:H3K4me3 x DNase-seq
CL:0000623,ChIP-seq:H3K4me3,ChIP-seq:H3K27ac,0.17098210328890953,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0000623,ChIP-seq:H3K4me3,ChIP-seq:H3K27me3,0.032574327812455166,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0000623,ChIP-seq:H3K4me3,ChIP-seq:H3K36me3,0.00957018566667718,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0000623,ChIP-seq:H3K4me3,ChIP-seq:H3K4me1,-0.046171898427216904,1.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0000623,ChIP-seq:H3K4me3,ChIP-seq:H3K9me3,0.01445979585444461,1.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0000623,ChIP-seq:H3K9me3,DNase-seq,-0.03508065685206298,3.0,ChIP-seq:H3K9me3 x DNase-seq
CL:0000623,ChIP-seq:H3K9me3,ChIP-seq:H3K27ac,0.014962009947609017,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0000623,ChIP-seq:H3K9me3,ChIP-seq:H3K27me3,0.06493436682155762,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0000623,ChIP-seq:H3K9me3,ChIP-seq:H3K36me3,-0.009357846307533758,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0000623,ChIP-seq:H3K9me3,ChIP-seq:H3K4me1,0.0691031470246937,1.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0000623,ChIP-seq:H3K9me3,ChIP-seq:H3K4me3,0.01924066333923229,1.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K27ac,ChIP-seq:H3K27me3,-0.07920997160322525,5.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
NTR:0000427,ChIP-seq:H3K27ac,ChIP-seq:H3K36me3,-0.06622032426499032,5.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
NTR:0000427,ChIP-seq:H3K27ac,ChIP-seq:H3K4me1,0.255502274301317,5.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
NTR:0000427,ChIP-seq:H3K27ac,ChIP-seq:H3K4me3,0.24217603116665246,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
NTR:0000427,ChIP-seq:H3K27ac,ChIP-seq:H3K9me3,-0.05225963234901428,5.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K27ac,polyA plus RNA-seq,0.03786225629889447,6.0,ChIP-seq:H3K27ac x polyA plus RNA-seq
NTR:0000427,ChIP-seq:H3K27me3,ChIP-seq:H3K27ac,-0.09533963313809148,5.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
NTR:0000427,ChIP-seq:H3K27me3,ChIP-seq:H3K36me3,-0.0008794372146194059,25.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
NTR:0000427,ChIP-seq:H3K27me3,ChIP-seq:H3K4me1,-0.05927311367458767,25.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
NTR:0000427,ChIP-seq:H3K27me3,ChIP-seq:H3K4me3,0.024025076065423354,20.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
NTR:0000427,ChIP-seq:H3K27me3,ChIP-seq:H3K9me3,0.10780363300868444,25.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K27me3,polyA plus RNA-seq,-0.060785048388052675,30.0,ChIP-seq:H3K27me3 x polyA plus RNA-seq
NTR:0000427,ChIP-seq:H3K36me3,ChIP-seq:H3K27ac,-0.06552330130412254,5.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
NTR:0000427,ChIP-seq:H3K36me3,ChIP-seq:H3K27me3,-0.002078128141515395,25.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
NTR:0000427,ChIP-seq:H3K36me3,ChIP-seq:H3K4me1,-0.041720796989070046,25.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
NTR:0000427,ChIP-seq:H3K36me3,ChIP-seq:H3K4me3,-0.019707865366395915,20.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
NTR:0000427,ChIP-seq:H3K36me3,ChIP-seq:H3K9me3,0.16909761319841657,25.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K36me3,polyA plus RNA-seq,0.0643651580810547,30.0,ChIP-seq:H3K36me3 x polyA plus RNA-seq
NTR:0000427,ChIP-seq:H3K4me1,ChIP-seq:H3K27ac,0.236578607853548,5.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
NTR:0000427,ChIP-seq:H3K4me1,ChIP-seq:H3K27me3,-0.06401579351986156,25.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
NTR:0000427,ChIP-seq:H3K4me1,ChIP-seq:H3K36me3,-0.029954830545025905,25.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
NTR:0000427,ChIP-seq:H3K4me1,ChIP-seq:H3K4me3,-0.08201478685972825,20.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
NTR:0000427,ChIP-seq:H3K4me1,ChIP-seq:H3K9me3,-0.06997499479566302,25.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K4me1,polyA plus RNA-seq,0.0011020426128221586,30.0,ChIP-seq:H3K4me1 x polyA plus RNA-seq
NTR:0000427,ChIP-seq:H3K4me3,ChIP-seq:H3K27ac,0.25920212268829346,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
NTR:0000427,ChIP-seq:H3K4me3,ChIP-seq:H3K27me3,0.053849027437322276,20.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
NTR:0000427,ChIP-seq:H3K4me3,ChIP-seq:H3K36me3,-0.030749321386620808,20.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
NTR:0000427,ChIP-seq:H3K4me3,ChIP-seq:H3K4me1,-0.07137552433543735,20.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
NTR:0000427,ChIP-seq:H3K4me3,ChIP-seq:H3K9me3,0.009238257919039044,20.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K4me3,polyA plus RNA-seq,0.010724659242491788,24.0,ChIP-seq:H3K4me3 x polyA plus RNA-seq
NTR:0000427,ChIP-seq:H3K9me3,ChIP-seq:H3K27ac,-0.05516325286877008,5.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K9me3,ChIP-seq:H3K27me3,0.11565671696382411,25.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K9me3,ChIP-seq:H3K36me3,0.17880822619876346,25.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K9me3,ChIP-seq:H3K4me1,-0.05824599742889404,25.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K9me3,ChIP-seq:H3K4me3,0.0060921392350826616,20.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
NTR:0000427,ChIP-seq:H3K9me3,polyA plus RNA-seq,0.004671928131062051,30.0,ChIP-seq:H3K9me3 x polyA plus RNA-seq
NTR:0000427,polyA plus RNA-seq,ChIP-seq:H3K27ac,0.04091193205044594,6.0,ChIP-seq:H3K27ac x polyA plus RNA-seq
NTR:0000427,polyA plus RNA-seq,ChIP-seq:H3K27me3,-0.05330750427994073,30.0,ChIP-seq:H3K27me3 x polyA plus RNA-seq
NTR:0000427,polyA plus RNA-seq,ChIP-seq:H3K36me3,0.07418584050358953,30.0,ChIP-seq:H3K36me3 x polyA plus RNA-seq
NTR:0000427,polyA plus RNA-seq,ChIP-seq:H3K4me1,-0.0015909186115971325,30.0,ChIP-seq:H3K4me1 x polyA plus RNA-seq
NTR:0000427,polyA plus RNA-seq,ChIP-seq:H3K4me3,0.016788452676257247,24.0,ChIP-seq:H3K4me3 x polyA plus RNA-seq
NTR:0000427,polyA plus RNA-seq,ChIP-seq:H3K9me3,0.009251187557265872,30.0,ChIP-seq:H3K9me3 x polyA plus RNA-seq
CL:0000775,ChIP-seq:H3K27ac,ChIP-seq:H3K27me3,-0.10554028642659932,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0000775,ChIP-seq:H3K27ac,ChIP-seq:H3K36me3,-0.03914966949440063,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0000775,ChIP-seq:H3K27ac,ChIP-seq:H3K4me1,0.2966818506600427,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0000775,ChIP-seq:H3K27ac,ChIP-seq:H3K4me3,0.3598986087001373,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0000775,ChIP-seq:H3K27ac,ChIP-seq:H3K9me3,0.016881979918212033,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:H3K27ac,ChIP-seq:CTCF,0.193193876482908,1.0,ChIP-seq:CTCF x ChIP-seq:H3K27ac
CL:0000775,ChIP-seq:H3K27me3,ChIP-seq:H3K27ac,-0.08290015216226931,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0000775,ChIP-seq:H3K27me3,ChIP-seq:H3K36me3,0.005616341816618088,4.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0000775,ChIP-seq:H3K27me3,ChIP-seq:H3K4me1,-0.052439700618711976,4.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0000775,ChIP-seq:H3K27me3,ChIP-seq:H3K4me3,-0.15708066049580263,4.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0000775,ChIP-seq:H3K27me3,ChIP-seq:H3K9me3,0.12670758751670966,4.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:H3K27me3,ChIP-seq:CTCF,-0.01374857603273924,2.0,ChIP-seq:CTCF x ChIP-seq:H3K27me3
CL:0000775,ChIP-seq:H3K36me3,ChIP-seq:H3K27ac,-0.03622075092093444,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0000775,ChIP-seq:H3K36me3,ChIP-seq:H3K27me3,-0.023680377643921474,4.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0000775,ChIP-seq:H3K36me3,ChIP-seq:H3K4me1,-0.056152013848062426,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0000775,ChIP-seq:H3K36me3,ChIP-seq:H3K4me3,0.001176794869041889,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0000775,ChIP-seq:H3K36me3,ChIP-seq:H3K9me3,0.181543528196517,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:H3K36me3,ChIP-seq:CTCF,0.00372150920114471,2.0,ChIP-seq:CTCF x ChIP-seq:H3K36me3
CL:0000775,ChIP-seq:H3K4me1,ChIP-seq:H3K27ac,0.30538517825397443,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0000775,ChIP-seq:H3K4me1,ChIP-seq:H3K27me3,-0.05366677955611248,4.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0000775,ChIP-seq:H3K4me1,ChIP-seq:H3K36me3,-0.057755303034122955,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0000775,ChIP-seq:H3K4me1,ChIP-seq:H3K4me3,0.002700329418772851,4.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0000775,ChIP-seq:H3K4me1,ChIP-seq:H3K9me3,-0.003509578138087572,4.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:H3K4me1,ChIP-seq:CTCF,0.037213532127512314,2.0,ChIP-seq:CTCF x ChIP-seq:H3K4me1
CL:0000775,ChIP-seq:H3K4me3,ChIP-seq:H3K27ac,0.30134631343829776,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0000775,ChIP-seq:H3K4me3,ChIP-seq:H3K27me3,-0.15313989638937692,4.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0000775,ChIP-seq:H3K4me3,ChIP-seq:H3K36me3,-0.00680444302394035,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0000775,ChIP-seq:H3K4me3,ChIP-seq:H3K4me1,0.033226489145410515,4.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0000775,ChIP-seq:H3K4me3,ChIP-seq:H3K9me3,0.03208747460098749,4.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:H3K4me3,ChIP-seq:CTCF,0.12868352653910814,2.0,ChIP-seq:CTCF x ChIP-seq:H3K4me3
CL:0000775,ChIP-seq:H3K9me3,ChIP-seq:H3K27ac,0.00456206261375804,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:H3K9me3,ChIP-seq:H3K27me3,0.08208242566943857,4.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:H3K9me3,ChIP-seq:H3K36me3,0.1575448364019394,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:H3K9me3,ChIP-seq:H3K4me1,-0.013334808749009351,4.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:H3K9me3,ChIP-seq:H3K4me3,0.01442034079510475,4.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:H3K9me3,ChIP-seq:CTCF,0.08002447995167335,2.0,ChIP-seq:CTCF x ChIP-seq:H3K9me3
CL:0000775,ChIP-seq:CTCF,ChIP-seq:H3K27ac,0.15807831894468377,1.0,ChIP-seq:CTCF x ChIP-seq:H3K27ac
CL:0000775,ChIP-seq:CTCF,ChIP-seq:H3K27me3,-0.01685240801229987,2.0,ChIP-seq:CTCF x ChIP-seq:H3K27me3
CL:0000775,ChIP-seq:CTCF,ChIP-seq:H3K36me3,-0.000758841237489212,2.0,ChIP-seq:CTCF x ChIP-seq:H3K36me3
CL:0000775,ChIP-seq:CTCF,ChIP-seq:H3K4me1,0.03821682541178224,2.0,ChIP-seq:CTCF x ChIP-seq:H3K4me1
CL:0000775,ChIP-seq:CTCF,ChIP-seq:H3K4me3,0.10286156596424424,2.0,ChIP-seq:CTCF x ChIP-seq:H3K4me3
CL:0000775,ChIP-seq:CTCF,ChIP-seq:H3K9me3,0.07902662104435182,2.0,ChIP-seq:CTCF x ChIP-seq:H3K9me3
CL:0000062,DNase-seq,ChIP-seq:H3K27ac,-0.006715902069836487,1.0,ChIP-seq:H3K27ac x DNase-seq
CL:0000062,DNase-seq,ChIP-seq:H3K27me3,-0.06415189288813493,1.0,ChIP-seq:H3K27me3 x DNase-seq
CL:0000062,DNase-seq,ChIP-seq:H3K36me3,-0.040953828110581354,1.0,ChIP-seq:H3K36me3 x DNase-seq
CL:0000062,DNase-seq,ChIP-seq:H3K4me1,0.0752703259172647,1.0,ChIP-seq:H3K4me1 x DNase-seq
CL:0000062,DNase-seq,ChIP-seq:H3K4me3,0.0655511783999066,1.0,ChIP-seq:H3K4me3 x DNase-seq
CL:0000062,DNase-seq,ChIP-seq:H3K9me3,-0.06436027923609292,1.0,ChIP-seq:H3K9me3 x DNase-seq
CL:0000062,DNase-seq,RNA-seq,0.001393285100141091,2.0,DNase-seq x RNA-seq
CL:0000062,ChIP-seq:H3K27ac,DNase-seq,-0.0398776748129059,1.0,ChIP-seq:H3K27ac x DNase-seq
CL:0000062,ChIP-seq:H3K27ac,ChIP-seq:H3K27me3,-0.025064399187592255,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0000062,ChIP-seq:H3K27ac,ChIP-seq:H3K36me3,0.03946635024572806,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0000062,ChIP-seq:H3K27ac,ChIP-seq:H3K4me1,0.2916705038236535,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0000062,ChIP-seq:H3K27ac,ChIP-seq:H3K4me3,0.11498644961867222,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0000062,ChIP-seq:H3K27ac,ChIP-seq:H3K9me3,-0.019028170112333154,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K27ac,RNA-seq,0.029957619803222615,2.0,ChIP-seq:H3K27ac x RNA-seq
CL:0000062,ChIP-seq:H3K27me3,DNase-seq,-0.03574508129784258,1.0,ChIP-seq:H3K27me3 x DNase-seq
CL:0000062,ChIP-seq:H3K27me3,ChIP-seq:H3K27ac,-0.014620500950165736,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0000062,ChIP-seq:H3K27me3,ChIP-seq:H3K36me3,-0.011884070647062449,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0000062,ChIP-seq:H3K27me3,ChIP-seq:H3K4me1,-0.08322247004379396,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0000062,ChIP-seq:H3K27me3,ChIP-seq:H3K4me3,-0.06458448081515557,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0000062,ChIP-seq:H3K27me3,ChIP-seq:H3K9me3,0.157903925083869,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K27me3,RNA-seq,-0.00023859592734790233,2.0,ChIP-seq:H3K27me3 x RNA-seq
CL:0000062,ChIP-seq:H3K36me3,DNase-seq,-0.01908397500266759,1.0,ChIP-seq:H3K36me3 x DNase-seq
CL:0000062,ChIP-seq:H3K36me3,ChIP-seq:H3K27ac,0.04222269650594688,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0000062,ChIP-seq:H3K36me3,ChIP-seq:H3K27me3,-0.02043773227467619,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0000062,ChIP-seq:H3K36me3,ChIP-seq:H3K4me1,-0.034973269652413284,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0000062,ChIP-seq:H3K36me3,ChIP-seq:H3K4me3,0.013903279706489208,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0000062,ChIP-seq:H3K36me3,ChIP-seq:H3K9me3,0.16207990666341515,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K36me3,RNA-seq,0.04333560166998267,2.0,ChIP-seq:H3K36me3 x RNA-seq
CL:0000062,ChIP-seq:H3K4me1,DNase-seq,0.0960100447342451,1.0,ChIP-seq:H3K4me1 x DNase-seq
CL:0000062,ChIP-seq:H3K4me1,ChIP-seq:H3K27ac,0.30272621872984334,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0000062,ChIP-seq:H3K4me1,ChIP-seq:H3K27me3,-0.0855700984682845,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0000062,ChIP-seq:H3K4me1,ChIP-seq:H3K36me3,-0.03004668600778416,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0000062,ChIP-seq:H3K4me1,ChIP-seq:H3K4me3,0.018062063445185506,1.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0000062,ChIP-seq:H3K4me1,ChIP-seq:H3K9me3,-0.028194993068386055,1.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K4me1,RNA-seq,0.013288084330338224,2.0,ChIP-seq:H3K4me1 x RNA-seq
CL:0000062,ChIP-seq:H3K4me3,DNase-seq,-0.013928415536267585,1.0,ChIP-seq:H3K4me3 x DNase-seq
CL:0000062,ChIP-seq:H3K4me3,ChIP-seq:H3K27ac,0.07071289309748896,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0000062,ChIP-seq:H3K4me3,ChIP-seq:H3K27me3,-0.06904010988514998,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0000062,ChIP-seq:H3K4me3,ChIP-seq:H3K36me3,0.018926626396557643,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0000062,ChIP-seq:H3K4me3,ChIP-seq:H3K4me1,0.011075544778419578,1.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0000062,ChIP-seq:H3K4me3,ChIP-seq:H3K9me3,0.02791706483041108,1.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K4me3,RNA-seq,0.024686674201376824,2.0,ChIP-seq:H3K4me3 x RNA-seq
CL:0000062,ChIP-seq:H3K79me2,DNase-seq,-0.024003941965574316,1.0,ChIP-seq:H3K79me2 x DNase-seq
CL:0000062,ChIP-seq:H3K79me2,ChIP-seq:H3K27ac,0.021812996562616323,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K79me2
CL:0000062,ChIP-seq:H3K79me2,ChIP-seq:H3K27me3,0.0016585407971308145,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K79me2
CL:0000062,ChIP-seq:H3K79me2,ChIP-seq:H3K36me3,0.09302514121330605,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K79me2
CL:0000062,ChIP-seq:H3K79me2,ChIP-seq:H3K4me1,0.0260836658594401,1.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K79me2
CL:0000062,ChIP-seq:H3K79me2,ChIP-seq:H3K4me3,0.0865911532280057,1.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K79me2
CL:0000062,ChIP-seq:H3K79me2,ChIP-seq:H3K9me3,0.05813189308736577,1.0,ChIP-seq:H3K79me2 x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K79me2,RNA-seq,0.02958630992042935,2.0,ChIP-seq:H3K79me2 x RNA-seq
CL:0000062,ChIP-seq:H3K9me3,DNase-seq,-0.029017187654972076,1.0,ChIP-seq:H3K9me3 x DNase-seq
CL:0000062,ChIP-seq:H3K9me3,ChIP-seq:H3K27ac,-0.02569961716869363,1.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K9me3,ChIP-seq:H3K27me3,0.13025050139290162,1.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K9me3,ChIP-seq:H3K36me3,0.13147949573224182,1.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K9me3,ChIP-seq:H3K4me1,-0.027425041665201603,1.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K9me3,ChIP-seq:H3K4me3,0.013447713973217233,1.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0000062,ChIP-seq:H3K9me3,RNA-seq,-0.006715966150845102,2.0,ChIP-seq:H3K9me3 x RNA-seq
CL:0000062,RNA-seq,DNase-seq,-2.9270982508641796e-05,2.0,DNase-seq x RNA-seq
CL:0000062,RNA-seq,ChIP-seq:H3K27ac,0.024462123757895127,2.0,ChIP-seq:H3K27ac x RNA-seq
CL:0000062,RNA-seq,ChIP-seq:H3K27me3,0.006254415745022654,2.0,ChIP-seq:H3K27me3 x RNA-seq
CL:0000062,RNA-seq,ChIP-seq:H3K36me3,0.04637261826998342,2.0,ChIP-seq:H3K36me3 x RNA-seq
CL:0000062,RNA-seq,ChIP-seq:H3K4me1,0.013022997619017311,2.0,ChIP-seq:H3K4me1 x RNA-seq
CL:0000062,RNA-seq,ChIP-seq:H3K4me3,0.02213690991318503,2.0,ChIP-seq:H3K4me3 x RNA-seq
CL:0000062,RNA-seq,ChIP-seq:H3K9me3,-0.018441650314079648,2.0,ChIP-seq:H3K9me3 x RNA-seq
CL:2000001,ChIP-seq:H3K27ac,ChIP-seq:H3K27me3,0.03977017206290544,12.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:2000001,ChIP-seq:H3K27ac,ChIP-seq:H3K36me3,0.05271337899683196,12.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:2000001,ChIP-seq:H3K27ac,ChIP-seq:H3K4me1,0.27659446881658717,9.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:2000001,ChIP-seq:H3K27ac,ChIP-seq:H3K4me3,0.1626403849079924,12.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:2000001,ChIP-seq:H3K27ac,ChIP-seq:H3K9ac,0.17070793456771743,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9ac
CL:2000001,ChIP-seq:H3K27ac,ChIP-seq:H3K9me3,0.044069159598577594,15.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:2000001,ChIP-seq:H3K27ac,polyA plus RNA-seq,-0.014008918803947463,12.0,ChIP-seq:H3K27ac x polyA plus RNA-seq
CL:2000001,ChIP-seq:H3K27me3,ChIP-seq:H3K27ac,0.06466421534617742,12.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:2000001,ChIP-seq:H3K27me3,ChIP-seq:H3K36me3,0.06776250330030277,16.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:2000001,ChIP-seq:H3K27me3,ChIP-seq:H3K4me1,0.07057415543895064,12.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:2000001,ChIP-seq:H3K27me3,ChIP-seq:H3K4me3,0.028500965813983162,16.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:2000001,ChIP-seq:H3K27me3,ChIP-seq:H3K9ac,-0.014514645580582472,8.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9ac
