tissue,m1,m2,delta,n_within,pair
CL:0000236,ChIP-seq:H3K27ac,ChIP-seq:H3K9ac,0.3371442759037018,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K27ac,ChIP-seq:H3K9me3,0.013116758800832564,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K27ac,ChIP-seq:CTCF,0.010985264102521451,2.0,ChIP-seq:CTCF x ChIP-seq:H3K27ac
CL:0000236,ChIP-seq:H3K27ac,polyA plus RNA-seq,0.03865276563133414,4.0,ChIP-seq:H3K27ac x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K27me3,DNase-seq,-0.11055270471416805,9.0,ChIP-seq:H3K27me3 x DNase-seq
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K27ac,-0.05346575681714044,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K36me3,-0.0023453366671893593,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K4me1,0.061012852495919596,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K4me3,-0.04107754977431687,12.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K9ac,-0.03017418026924133,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K9me3,0.10138642585883706,9.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:CTCF,-0.017576150186239325,3.0,ChIP-seq:CTCF x ChIP-seq:H3K27me3
CL:0000236,ChIP-seq:H3K27me3,polyA plus RNA-seq,-0.019175986050420868,6.0,ChIP-seq:H3K27me3 x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K36me3,DNase-seq,-0.04673483213096934,6.0,ChIP-seq:H3K36me3 x DNase-seq
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K27ac,0.015444296765031285,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K27me3,-0.018137000789938042,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K4me1,-0.017860257580794923,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K4me3,0.036407274457643614,8.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K9ac,0.03240698724985123,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K9me3,0.04256325960159302,6.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:CTCF,0.0006084502900688404,2.0,ChIP-seq:CTCF x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:H3K36me3,polyA plus RNA-seq,0.028947139366991538,4.0,ChIP-seq:H3K36me3 x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K4me1,DNase-seq,-0.002420484730901644,6.0,ChIP-seq:H3K4me1 x DNase-seq
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K27ac,0.2750459096816756,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K27me3,0.03726420984711758,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K36me3,-0.0014366324436157311,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K4me3,-0.09081174658154542,8.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K9ac,0.08143380403518677,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K9me3,0.039746486871255995,6.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:CTCF,0.05081811171133541,2.0,ChIP-seq:CTCF x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K4me1,polyA plus RNA-seq,0.006404910935756129,4.0,ChIP-seq:H3K4me1 x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K4me3,DNase-seq,0.08671460025378283,12.0,ChIP-seq:H3K4me3 x DNase-seq
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K27ac,0.20643683453524334,8.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K27me3,-0.04145156776951265,12.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K36me3,0.06256198692829051,8.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K4me1,-0.083882186826461,8.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K9ac,0.6014295148849487,4.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K9me3,0.01821491547391913,12.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:CTCF,0.022027436752342484,4.0,ChIP-seq:CTCF x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me3,polyA plus RNA-seq,0.020160026122471662,8.0,ChIP-seq:H3K4me3 x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K79me2,DNase-seq,-0.022357497494234595,3.0,ChIP-seq:H3K79me2 x DNase-seq
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K27ac,0.01978317854104575,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K27me3,-0.06697734381801398,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K36me3,0.19577235680945376,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K4me1,0.0947894270791382,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K4me3,0.05186469810751249,4.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K9ac,0.06987627446651459,1.0,ChIP-seq:H3K79me2 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K9me3,-0.0065978453152597295,3.0,ChIP-seq:H3K79me2 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:CTCF,0.013576136684967478,1.0,ChIP-seq:CTCF x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,polyA plus RNA-seq,-0.007991918392031103,2.0,ChIP-seq:H3K79me2 x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K9ac,DNase-seq,0.10191030249731177,3.0,ChIP-seq:H3K9ac x DNase-seq
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K27ac,0.2872894619192396,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K27me3,-0.023997862440671106,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K36me3,0.0670050044960164,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K4me1,0.062268722904184476,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K4me3,0.5112559098117757,4.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K9me3,0.009662256865514873,3.0,ChIP-seq:H3K9ac x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:CTCF,0.04789448710321223,1.0,ChIP-seq:CTCF x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,polyA plus RNA-seq,0.014375264118599004,2.0,ChIP-seq:H3K9ac x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K9me3,DNase-seq,-0.036329057738249106,9.0,ChIP-seq:H3K9me3 x DNase-seq
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K27ac,0.0047071374196937105,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K27me3,0.09835752344254683,9.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K36me3,0.055972262054470416,6.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K4me1,0.0358567582019257,6.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K4me3,0.008051504082274886,12.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K9ac,0.010723846058050789,3.0,ChIP-seq:H3K9ac x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:CTCF,-0.0033574433918909727,3.0,ChIP-seq:CTCF x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,polyA plus RNA-seq,-0.0038704129706253407,6.0,ChIP-seq:H3K9me3 x polyA plus RNA-seq
CL:0000236,ChIP-seq:CTCF,DNase-seq,0.12690024905734593,3.0,ChIP-seq:CTCF x DNase-seq
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K27ac,0.010645715415662862,2.0,ChIP-seq:CTCF x ChIP-seq:H3K27ac
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K27me3,-0.009781007041302763,3.0,ChIP-seq:CTCF x ChIP-seq:H3K27me3
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K36me3,0.011819411465462218,2.0,ChIP-seq:CTCF x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K4me1,0.04401357024093795,2.0,ChIP-seq:CTCF x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K4me3,0.026486714915284572,4.0,ChIP-seq:CTCF x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K9ac,0.05753687381744385,1.0,ChIP-seq:CTCF x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K9me3,0.009973018393341433,3.0,ChIP-seq:CTCF x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:CTCF,polyA plus RNA-seq,0.0014669785921843483,2.0,ChIP-seq:CTCF x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,DNase-seq,0.037452136977390416,6.0,DNase-seq x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K27ac,0.04001182854545783,4.0,ChIP-seq:H3K27ac x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K27me3,-0.013162018023720082,6.0,ChIP-seq:H3K27me3 x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K36me3,0.04411121759008854,4.0,ChIP-seq:H3K36me3 x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K4me1,0.00902006998047477,4.0,ChIP-seq:H3K4me1 x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K4me3,0.027801560202859482,8.0,ChIP-seq:H3K4me3 x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K9ac,0.023909757137298582,2.0,ChIP-seq:H3K9ac x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K9me3,-0.010045644632503811,6.0,ChIP-seq:H3K9me3 x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:CTCF,0.004758872218357707,2.0,ChIP-seq:CTCF x polyA plus RNA-seq
CL:0001054,DNase-seq,ChIP-seq:H3K27ac,0.025625990192342255,10.0,ChIP-seq:H3K27ac x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K27me3,-0.03368043030879294,15.0,ChIP-seq:H3K27me3 x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K36me3,-0.03721754525570159,10.0,ChIP-seq:H3K36me3 x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K4me1,-0.048006247643564565,10.0,ChIP-seq:H3K4me1 x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K4me3,-0.05074072593534496,15.0,ChIP-seq:H3K4me3 x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K9ac,0.0078962025642395,5.0,ChIP-seq:H3K9ac x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K9me3,-0.00017159174332457942,10.0,ChIP-seq:H3K9me3 x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:CTCF,0.019203697014780877,5.0,ChIP-seq:CTCF x DNase-seq
CL:0001054,DNase-seq,polyA plus RNA-seq,-0.010600287017599833,40.0,DNase-seq x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K27ac,DNase-seq,-0.010585051387935487,10.0,ChIP-seq:H3K27ac x DNase-seq
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K27me3,0.012613857439322067,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K36me3,-0.011671990711004176,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K4me1,0.0870433959478889,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K4me3,0.04713516979710039,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K9ac,0.40892698049545284,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K9me3,0.013240351331200493,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:CTCF,0.006786400180997201,2.0,ChIP-seq:CTCF x ChIP-seq:H3K27ac
CL:0001054,ChIP-seq:H3K27ac,polyA plus RNA-seq,0.04885987153293093,16.0,ChIP-seq:H3K27ac x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K27me3,DNase-seq,-0.027059124764941985,15.0,ChIP-seq:H3K27me3 x DNase-seq
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K27ac,0.025611726578718387,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K36me3,-0.04142123872929431,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K4me1,-0.07175723679078733,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K4me3,-0.08566004308363268,9.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K9ac,-0.03951755156119664,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K9me3,0.1533667492062858,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:CTCF,-0.007671237965400744,3.0,ChIP-seq:CTCF x ChIP-seq:H3K27me3
CL:0001054,ChIP-seq:H3K27me3,polyA plus RNA-seq,-0.04190096469094617,24.0,ChIP-seq:H3K27me3 x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K36me3,DNase-seq,-0.017923047790279634,10.0,ChIP-seq:H3K36me3 x DNase-seq
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K27ac,0.001254005438607672,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K27me3,-0.038604839250098825,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K4me1,-0.07153328640457711,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K4me3,-0.0037331907821932866,6.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K9ac,-0.044212804585695265,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K9me3,0.03695989140633787,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:CTCF,-0.03250026220039835,2.0,ChIP-seq:CTCF x ChIP-seq:H3K36me3
CL:0001054,ChIP-seq:H3K36me3,polyA plus RNA-seq,0.10094733566653971,16.0,ChIP-seq:H3K36me3 x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K4me1,DNase-seq,-0.051527607634470056,10.0,ChIP-seq:H3K4me1 x DNase-seq
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K27ac,0.10398225921281376,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K27me3,-0.06596297441526901,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K36me3,-0.06484232010676505,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K4me3,-0.10955446244965136,6.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K9ac,-0.07832047492265701,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K9me3,-0.029450866843709785,4.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:CTCF,0.02382111198549132,2.0,ChIP-seq:CTCF x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K4me1,polyA plus RNA-seq,0.018872171705561547,16.0,ChIP-seq:H3K4me1 x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K4me3,DNase-seq,-0.08376105225189423,15.0,ChIP-seq:H3K4me3 x DNase-seq
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K27ac,0.049422952082339794,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K27me3,-0.08915371334213927,9.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K36me3,-0.01938679063996525,6.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K4me1,-0.09245755964506736,6.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K9ac,0.29556421120961507,3.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K9me3,-0.01613781149830488,6.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:CTCF,0.0002465654152496721,3.0,ChIP-seq:CTCF x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me3,polyA plus RNA-seq,0.033201913140258006,24.0,ChIP-seq:H3K4me3 x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K79me2,DNase-seq,-0.02120654337204896,5.0,ChIP-seq:H3K79me2 x DNase-seq
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K27ac,-0.029148709514866707,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K27me3,-0.07128866074621215,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K36me3,0.10341452632812743,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K4me1,0.06749355284079828,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K4me3,0.1018634211849159,3.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K9ac,0.03372895807027816,1.0,ChIP-seq:H3K79me2 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K9me3,-0.0407414102319921,2.0,ChIP-seq:H3K79me2 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:CTCF,-0.014000157877640093,1.0,ChIP-seq:CTCF x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,polyA plus RNA-seq,0.04297735309635585,8.0,ChIP-seq:H3K79me2 x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K9ac,DNase-seq,-0.05128687991724386,5.0,ChIP-seq:H3K9ac x DNase-seq
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K27ac,0.3081750540259462,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K27me3,-0.03831739023385584,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K36me3,-0.04155145006928038,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K4me1,-0.07180605311699903,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K4me3,0.21162322597324568,3.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K9me3,-0.03637254736229275,2.0,ChIP-seq:H3K9ac x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:CTCF,0.01922114801059649,1.0,ChIP-seq:CTCF x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,polyA plus RNA-seq,0.04632396479042209,8.0,ChIP-seq:H3K9ac x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K9me3,DNase-seq,5.152773160439078e-05,10.0,ChIP-seq:H3K9me3 x DNase-seq
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K27ac,0.018760243777810416,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K27me3,0.14125344457552413,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K36me3,0.04678145970435853,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K4me1,-0.02989686322220362,4.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K4me3,-0.014174643073213491,6.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K9ac,-0.04854374155402184,2.0,ChIP-seq:H3K9ac x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:CTCF,0.013869102809180333,2.0,ChIP-seq:CTCF x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,polyA plus RNA-seq,-0.005523238537436671,16.0,ChIP-seq:H3K9me3 x polyA plus RNA-seq
