file_id,biosample_type,tissue,assay,strand,experiment_target,species,dataset,modality_fine,modality_coarse,tissue_strict,expt_base,tissue_group
kai186,single_cell,Nerve Stromal,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,nerve stromal,kai186,nerve stromal
kai187,single_cell,Oligo Precursor,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,oligo precursor,kai187,oligo precursor
kai188,single_cell,Oligodendrocyte,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,oligodendrocyte,kai188,oligodendrocyte
kai189,single_cell,Paneth,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,paneth,kai189,paneth
kai190,single_cell,Parietal,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,parietal,kai190,parietal
kai191,single_cell,Pericyte General 1,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,pericyte general 1,kai191,pericyte general 1
kai192,single_cell,Pericyte General 2,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,pericyte general 2,kai192,pericyte general 2
kai193,single_cell,Pericyte General 3,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,pericyte general 3,kai193,pericyte general 3
kai194,single_cell,Pericyte General 4,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,pericyte general 4,kai194,pericyte general 4
kai195,single_cell,Pericyte Muscularis,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,pericyte muscularis,kai195,pericyte muscularis
kai196,single_cell,Plasma B,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,plasma b,kai196,plasma b
kai197,single_cell,SI Goblet,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,si goblet,kai197,si goblet
kai198,single_cell,Satellite,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,satellite,kai198,satellite
kai199,single_cell,Schwann General,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,schwann general,kai199,schwann general
kai200,single_cell,Skin Basal Epidermal,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,skin basal epidermal,kai200,skin basal epidermal
kai201,single_cell,Skin Eccrine Epidermal,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,skin eccrine epidermal,kai201,skin eccrine epidermal
kai202,single_cell,Skin Granular Epidermal,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,skin granular epidermal,kai202,skin granular epidermal
kai203,single_cell,Sm Ms Colon 1,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms colon 1,kai203,sm ms colon 1
kai204,single_cell,Sm Ms Colon 2,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms colon 2,kai204,sm ms colon 2
kai205,single_cell,Sm Ms GE junction,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms ge junction,kai205,sm ms ge junction
kai206,single_cell,Sm Ms GI,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms gi,kai206,sm ms gi
kai207,single_cell,Sm Ms General,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms general,kai207,sm ms general
kai208,single_cell,Sm Ms Mucosal,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms mucosal,kai208,sm ms mucosal
kai209,single_cell,Sm Ms Muscularis 1,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms muscularis 1,kai209,sm ms muscularis 1
kai210,single_cell,Sm Ms Muscularis 2,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms muscularis 2,kai210,sm ms muscularis 2
kai211,single_cell,Sm Ms Muscularis 3,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms muscularis 3,kai211,sm ms muscularis 3
kai212,single_cell,Sm Ms Uterine,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms uterine,kai212,sm ms uterine
kai213,single_cell,Sm Ms Vaginal,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,sm ms vaginal,kai213,sm ms vaginal
kai214,single_cell,T Lymphocyte 1 (CD8+),ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,t lymphocyte 1 (cd8+),kai214,t lymphocyte 1 (cd8+)
kai215,single_cell,T lymphocyte 2 (CD4+),ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,t lymphocyte 2 (cd4+),kai215,t lymphocyte 2 (cd4+)
kai216,single_cell,Transitional Cortical,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,transitional cortical,kai216,transitional cortical
kai217,single_cell,Tuft,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,tuft,kai217,tuft
kai218,single_cell,Type I Skeletal Myocyte,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,type i skeletal myocyte,kai218,type i skeletal myocyte
kai219,single_cell,Type II Skeletal Myocyte,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,type ii skeletal myocyte,kai219,type ii skeletal myocyte
kai220,single_cell,V Cardiomyocyte,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,v cardiomyocyte,kai220,v cardiomyocyte
kai221,single_cell,Vasc Sm Muscle 1,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,vasc sm muscle 1,kai221,vasc sm muscle 1
kai222,single_cell,Vasc Sm Muscle 2,ATAC-seq,,,human,catlas,ATAC-seq,Accessibility,vasc sm muscle 2,kai222,vasc sm muscle 2
ENCSR391NPE,cell line,22Rv1,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,22rv1,ENCSR391NPE,22rv1
ENCSR777CQW,cell line,22Rv1,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,22rv1,ENCSR777CQW,22rv1
ENCSR847XGE,cell line,22Rv1,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,22rv1,ENCSR847XGE,22rv1
ENCSR857PBV,cell line,22Rv1,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,22rv1,ENCSR857PBV,22rv1
ENCSR246MLJ,cell line,22Rv1,TF ChIP-seq,,ZFX,human,encode_v3,TF ChIP-seq,TFChIP,22rv1,ENCSR246MLJ,22rv1
ENCSR932KWJ,cell line,A172,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,a172,ENCSR932KWJ,a172
ENCSR580GSX_M,cell line,A172,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,a172,ENCSR580GSX,a172
ENCSR580GSX_P,cell line,A172,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,a172,ENCSR580GSX,a172
ENCSR504VXC_M,cell line,A375,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,a375,ENCSR504VXC,a375
ENCSR504VXC_P,cell line,A375,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,a375,ENCSR504VXC,a375
ENCSR000ELW,cell line,A549,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,a549,ENCSR000ELW,a549
ENCSR000AUH,cell line,A549,Histone ChIP-seq,,H2AFZ,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000AUH,a549
ENCSR000AUI,cell line,A549,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000AUI,a549
ENCSR000AVF,cell line,A549,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000AVF,a549
ENCSR000AUK,cell line,A549,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000AUK,a549
ENCSR000AUM,cell line,A549,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000AUM,a549
ENCSR000AVI,cell line,A549,Histone ChIP-seq,,H3K4me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000AVI,a549
ENCSR000ASH,cell line,A549,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000ASH,a549
ENCSR000AST,cell line,A549,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000AST,a549
ENCSR000DPD,cell line,A549,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000DPD,a549
ENCSR000ATP,cell line,A549,Histone ChIP-seq,,H3K79me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000ATP,a549
ENCSR000ASV,cell line,A549,Histone ChIP-seq,,H3K9ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000ASV,a549
ENCSR000AUN,cell line,A549,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000AUN,a549
ENCSR000AUO,cell line,A549,Histone ChIP-seq,,H4K20me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,a549,ENCSR000AUO,a549
ENCSR000BPS,cell line,A549,TF ChIP-seq,,ATF3,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BPS,a549
ENCSR000BQH,cell line,A549,TF ChIP-seq,,BCL3,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BQH,a549
ENCSR469WAO,cell line,A549,TF ChIP-seq,,CBX2,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR469WAO,a549
ENCSR000DYI,cell line,A549,TF ChIP-seq,,CEBPB,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000DYI,a549
ENCSR550SCU,cell line,A549,TF ChIP-seq,,CHD4,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR550SCU,a549
ENCSR000BRA,cell line,A549,TF ChIP-seq,,CREB1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BRA,a549
ENCSR000BRC,cell line,A549,TF ChIP-seq,,CREB1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BRC,a549
ENCSR000AUE,cell line,A549,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000AUE,a549
ENCSR000DNA,cell line,A549,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000DNA,a549
ENCSR000DYD,cell line,A549,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000DYD,a549
ENCSR321BJQ,cell line,A549,TF ChIP-seq,,EHMT2,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR321BJQ,a549
ENCSR000BPT,cell line,A549,TF ChIP-seq,,ELF1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BPT,a549
ENCSR623KNM,cell line,A549,TF ChIP-seq,,ELK1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR623KNM,a549
ENCSR473SUA,cell line,A549,TF ChIP-seq,,ESRRA,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR473SUA,a549
ENCSR000BPU,cell line,A549,TF ChIP-seq,,ETS1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BPU,a549
ENCSR000BQO,cell line,A549,TF ChIP-seq,,FOSL2,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BQO,a549
ENCSR000BPX,cell line,A549,TF ChIP-seq,,FOXA1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BPX,a549
ENCSR000BRD,cell line,A549,TF ChIP-seq,,FOXA1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BRD,a549
ENCSR000BPY,cell line,A549,TF ChIP-seq,,GABPA,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BPY,a549
ENCSR659LJJ,cell line,A549,TF ChIP-seq,,HDAC2,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR659LJJ,a549
ENCSR996DUT,cell line,A549,TF ChIP-seq,,JUN,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR996DUT,a549
ENCSR000BRF,cell line,A549,TF ChIP-seq,,JUND,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BRF,a549
ENCSR639GWS,cell line,A549,TF ChIP-seq,,KDM1A,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR639GWS,a549
ENCSR933MHJ,cell line,A549,TF ChIP-seq,,KDM5A,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR933MHJ,a549
ENCSR541WQI,cell line,A549,TF ChIP-seq,,MAFK,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR541WQI,a549
ENCSR636YLV,cell line,A549,TF ChIP-seq,,MAZ,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR636YLV,a549
ENCSR000DYC,cell line,A549,TF ChIP-seq,,MYC,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000DYC,a549
ENCSR584GHV,cell line,A549,TF ChIP-seq,,NFE2L2,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR584GHV,a549
ENCSR000BHE,cell line,A549,TF ChIP-seq,,NR3C1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BHE,a549
ENCSR000BHF,cell line,A549,TF ChIP-seq,,NR3C1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BHF,a549
ENCSR000BHG,cell line,A549,TF ChIP-seq,,NR3C1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BHG,a549
ENCSR000BIO,cell line,A549,TF ChIP-seq,,NR3C1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BIO,a549
ENCSR000BJR,cell line,A549,TF ChIP-seq,,NR3C1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BJR,a549
ENCSR000BJT,cell line,A549,TF ChIP-seq,,NR3C1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BJT,a549
ENCSR541AOQ,cell line,A549,TF ChIP-seq,,PHF8,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR541AOQ,a549
ENCSR000BHH,cell line,A549,TF ChIP-seq,,POLR2A,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BHH,a549
ENCSR000BHI,cell line,A549,TF ChIP-seq,,POLR2A,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BHI,a549
ENCSR000DYF,cell line,A549,TF ChIP-seq,,POLR2AphosphoS2,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000DYF,a549
ENCSR000DYE,cell line,A549,TF ChIP-seq,,RAD21,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000DYE,a549
ENCSR618ICR,cell line,A549,TF ChIP-seq,,RCOR1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR618ICR,a549
ENCSR000BQP,cell line,A549,TF ChIP-seq,,REST,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BQP,a549
ENCSR892DRK,cell line,A549,TF ChIP-seq,,REST,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR892DRK,a549
ENCSR064LJN,cell line,A549,TF ChIP-seq,,RFX5,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR064LJN,a549
ENCSR798EGJ,cell line,A549,TF ChIP-seq,,RNF2,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR798EGJ,a549
ENCSR000BRM,cell line,A549,TF ChIP-seq,,SIN3A,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BRM,a549
ENCSR513XQX,cell line,A549,TF ChIP-seq,,SIN3A,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR513XQX,a549
ENCSR000BRL,cell line,A549,TF ChIP-seq,,SIX5,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BRL,a549
ENCSR481YWD,cell line,A549,TF ChIP-seq,,SMC3,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR481YWD,a549
ENCSR000BPE,cell line,A549,TF ChIP-seq,,SP1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BPE,a549
ENCSR897MYK,cell line,A549,TF ChIP-seq,,SREBF1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR897MYK,a549
ENCSR638QYO,cell line,A549,TF ChIP-seq,,SREBF2,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR638QYO,a549
ENCSR000BPF,cell line,A549,TF ChIP-seq,,TAF1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BPF,a549
ENCSR000BQQ,cell line,A549,TF ChIP-seq,,TCF12,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BQQ,a549
ENCSR563FBT,cell line,A549,TF ChIP-seq,,USF2,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR563FBT,a549
ENCSR000BPM,cell line,A549,TF ChIP-seq,,YY1,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BPM,a549
ENCSR000BPZ,cell line,A549,TF ChIP-seq,,ZBTB33,human,encode_v3,TF ChIP-seq,TFChIP,a549,ENCSR000BPZ,a549
ENCSR000BYH,cell line,A549,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,a549,ENCSR000BYH,a549
ENCSR000BYJ,cell line,A549,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,a549,ENCSR000BYJ,a549
ENCSR000CON_M,cell line,A549,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,a549,ENCSR000CON,a549
ENCSR000CON_P,cell line,A549,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,a549,ENCSR000CON,a549
ENCSR000CTL_M,cell line,A549,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,a549,ENCSR000CTL,a549
ENCSR000CTL_P,cell line,A549,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,a549,ENCSR000CTL,a549
ENCSR000CTM_M,cell line,A549,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,a549,ENCSR000CTM,a549
ENCSR000CTM_P,cell line,A549,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,a549,ENCSR000CTM,a549
ENCSR346JWH,cell line,A673,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,a673,ENCSR346JWH,a673
ENCSR714TJD,cell line,A673,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,a673,ENCSR714TJD,a673
ENCSR747BYL,cell line,A673,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,a673,ENCSR747BYL,a673
ENCSR581PUR,cell line,A673,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,a673,ENCSR581PUR,a673
ENCSR521IZK,cell line,A673,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,a673,ENCSR521IZK,a673
ENCSR435FGK,cell line,A673,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,a673,ENCSR435FGK,a673
ENCSR988EGR,cell line,A673,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,a673,ENCSR988EGR,a673
ENCSR611JJS,cell line,A673,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,a673,ENCSR611JJS,a673
ENCSR179SAO,cell line,A673,TF ChIP-seq,,EZH2,human,encode_v3,TF ChIP-seq,TFChIP,a673,ENCSR179SAO,a673
ENCSR558SEE_M,cell line,A673,total RNA-seq,minus,none,human,encode_v3,total RNA-seq,RNA,a673,ENCSR558SEE,a673
ENCSR558SEE_P,cell line,A673,total RNA-seq,plus,none,human,encode_v3,total RNA-seq,RNA,a673,ENCSR558SEE,a673
ENCSR311DQO,cell line,ACC112,Histone ChIP-seq,,H2AFZ,human,encode_v3,Histone ChIP-seq,HistoneChIP,acc112,ENCSR311DQO,acc112
ENCSR059MVB,cell line,ACC112,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,acc112,ENCSR059MVB,acc112
ENCSR475NLR,cell line,ACC112,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,acc112,ENCSR475NLR,acc112
ENCSR897FOZ,cell line,ACC112,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,acc112,ENCSR897FOZ,acc112
ENCSR726ZZX,cell line,ACC112,Histone ChIP-seq,,H3K4me1,human,encode_v3,Histone ChIP-seq,HistoneChIP,acc112,ENCSR726ZZX,acc112
ENCSR778VGY,cell line,ACC112,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,acc112,ENCSR778VGY,acc112
ENCSR741GJT,cell line,ACC112,Histone ChIP-seq,,H3K79me2,human,encode_v3,Histone ChIP-seq,HistoneChIP,acc112,ENCSR741GJT,acc112
ENCSR257BGZ,cell line,ACHN,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,achn,ENCSR257BGZ,achn
ENCSR000ELX,cell line,AG04449,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,ag04449,ENCSR000ELX,ag04449
ENCSR000DPI,cell line,AG04449,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,ag04449,ENCSR000DPI,ag04449
ENCSR000DPG,cell line,AG04449,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,ag04449,ENCSR000DPG,ag04449
ENCSR000ELY,cell line,AG04450,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,ag04450,ENCSR000ELY,ag04450
ENCSR000DPL,cell line,AG04450,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,ag04450,ENCSR000DPL,ag04450
ENCSR000DPK,cell line,AG04450,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,ag04450,ENCSR000DPK,ag04450
ENCSR000DPO,cell line,AG04450,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,ag04450,ENCSR000DPO,ag04450
ENCSR000DPJ,cell line,AG04450,Histone ChIP-seq,,H3K9me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,ag04450,ENCSR000DPJ,ag04450
ENCSR000DPM,cell line,AG04450,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,ag04450,ENCSR000DPM,ag04450
ENCSR000COO_M,cell line,AG04450,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,ag04450,ENCSR000COO,ag04450
ENCSR000COO_P,cell line,AG04450,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,ag04450,ENCSR000COO,ag04450
ENCSR000EIV,cell line,AG08395,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,ag08395,ENCSR000EIV,ag08395
ENCSR000EIW,cell line,AG08396,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,ag08396,ENCSR000EIW,ag08396
ENCSR000ELZ,cell line,AG09309,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,ag09309,ENCSR000ELZ,ag09309
ENCSR000DPR,cell line,AG09309,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,ag09309,ENCSR000DPR,ag09309
ENCSR000DPP,cell line,AG09309,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,ag09309,ENCSR000DPP,ag09309
ENCSR000EMA,cell line,AG09319,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,ag09319,ENCSR000EMA,ag09319
ENCSR000DPU,cell line,AG09319,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,ag09319,ENCSR000DPU,ag09319
ENCSR000DPS,cell line,AG09319,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,ag09319,ENCSR000DPS,ag09319
ENCSR000EMB,cell line,AG10803,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,ag10803,ENCSR000EMB,ag10803
ENCSR000DPX,cell line,AG10803,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,ag10803,ENCSR000DPX,ag10803
ENCSR000DPV,cell line,AG10803,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,ag10803,ENCSR000DPV,ag10803
ENCSR000EIX,cell line,AG20443,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,ag20443,ENCSR000EIX,ag20443
ENCSR000EMD,cell line,BE2C,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,be2c,ENCSR000EMD,be2c
ENCSR000DQB,cell line,BE2C,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,be2c,ENCSR000DQB,be2c
ENCSR000DQD,cell line,BE2C,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,be2c,ENCSR000DQD,be2c
ENCSR000BYK,cell line,BE2C,polyA plus RNA-seq,,none,human,encode_v3,polyA plus RNA-seq,RNA,be2c,ENCSR000BYK,be2c
ENCSR000EME,cell line,BJ,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,bj,ENCSR000EME,bj
ENCSR000DQG,cell line,BJ,Histone ChIP-seq,,H3K27me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,bj,ENCSR000DQG,bj
ENCSR000DQF,cell line,BJ,Histone ChIP-seq,,H3K36me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,bj,ENCSR000DQF,bj
ENCSR000DQH,cell line,BJ,Histone ChIP-seq,,H3K4me3,human,encode_v3,Histone ChIP-seq,HistoneChIP,bj,ENCSR000DQH,bj
ENCSR000DQI,cell line,BJ,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,bj,ENCSR000DQI,bj
ENCSR000COP_M,cell line,BJ,polyA plus RNA-seq,minus,none,human,encode_v3,polyA plus RNA-seq,RNA,bj,ENCSR000COP,bj
ENCSR000COP_P,cell line,BJ,polyA plus RNA-seq,plus,none,human,encode_v3,polyA plus RNA-seq,RNA,bj,ENCSR000COP,bj
ENCSR279KIX,cell line,C4-2B,Histone ChIP-seq,,H3K27ac,human,encode_v3,Histone ChIP-seq,HistoneChIP,c4-2b,ENCSR279KIX,c4-2b
ENCSR460LGH,cell line,C4-2B,TF ChIP-seq,,CTCF,human,encode_v3,TF ChIP-seq,TFChIP,c4-2b,ENCSR460LGH,c4-2b
ENCSR027UFT,cell line,C4-2B,TF ChIP-seq,,ZFX,human,encode_v3,TF ChIP-seq,TFChIP,c4-2b,ENCSR027UFT,c4-2b
ENCSR000EMN,cell line,CMK,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,cmk,ENCSR000EMN,cmk
ENCSR000EKI,cell line,CWRU1,DNase-seq,,none,human,encode_v3,DNase-seq,Accessibility,cwru1,ENCSR000EKI,cwru1
