modality_pair,tissue,within_mean,between_mean,delta,n_within,n_between,within_var,between_var
Accessibility | HistoneChIP,cerebellum,0.0798199400305748,0.055925526635785976,0.023894413394788823,1,2762,0.0,0.0013897795543036822
Accessibility | HistoneChIP,chorion,0.05101555371657014,0.06383351213066907,-0.012817958414098926,10,9989,0.0014770169561398724,0.002102137022516587
Accessibility | HistoneChIP,"common myeloid progenitor, cd34-positive",0.011538440682308538,0.04001945799856961,-0.02848101731626107,319,44256,0.004267944093209717,0.0030299335260762944
Accessibility | HistoneChIP,coronary artery,0.17095042765140533,0.08831620610570047,0.08263422154570486,4,5520,0.0010417012624995836,0.003122009078081368
Accessibility | HistoneChIP,endodermal cell,0.013784587017393537,0.03584324149796093,-0.02205865448056739,7,7580,0.0020780977451972907,0.002148566751983715
Accessibility | HistoneChIP,endothelial cell of umbilical vein,0.05268208851868456,0.04832900203893806,0.0043530864797465055,11,10792,0.008207744860885617,0.0020321571299149483
Accessibility | HistoneChIP,esophagus muscularis mucosa,0.057758939918130636,0.07966440160786188,-0.021905461689731245,6,6777,0.0010455953005561918,0.0027707933626617267
Accessibility | HistoneChIP,esophagus squamous epithelium,0.09234621996680896,0.07370828605408242,0.018637933912726543,6,6777,0.0002343006991979684,0.003629242973230351
Accessibility | HistoneChIP,fibroblast of the aortic adventitia,0.1078953891992569,0.0644214974401705,0.04347389175908639,1,2762,0.0,0.002903334716590626
Accessibility | HistoneChIP,foreskin fibroblast,0.10804206653694182,0.08113196192189642,0.026910104615045394,38,19137,0.006228515441789709,0.0036930148140256183
Accessibility | HistoneChIP,foreskin keratinocyte,0.030593630523071624,0.05555422044160743,-0.024960589918535808,32,16734,0.00222257766706726,0.002286112417249107
Accessibility | HistoneChIP,foreskin melanocyte,0.07502033773583688,0.06877965887159573,0.00624067886424115,34,17535,0.005735248242545198,0.003177585333506084
Accessibility | HistoneChIP,gastrocnemius medialis,0.04210199816130895,0.05090891284416269,-0.008806914682853745,54,20259,0.013024558888778112,0.0032494513335831177
Accessibility | HistoneChIP,gm12864,0.0863431915640831,0.06262719764190328,0.023715993922179823,1,2762,0.0,0.002762636384330981
Accessibility | HistoneChIP,gm12878,0.05225669286357096,0.05338445542947097,-0.0011277625659000118,13,12398,0.002504821027565788,0.0014502865934527824
Accessibility | HistoneChIP,gm23248,0.004000131184091935,0.030050390011803443,-0.02605025882771151,13,12398,0.009286116665637363,0.0029530198341432582
Accessibility | HistoneChIP,h1,-0.006388522436983683,0.034695437942279944,-0.04108396037926363,105,33842,0.0010599013219570266,0.0013624777610484428
Accessibility | HistoneChIP,h7,0.033893858548253775,0.046478751076240346,-0.012584892527986571,2,3565,0.002421216349662322,0.002296885573593356
Accessibility | HistoneChIP,h9,-0.004642775976875176,0.03272985569774766,-0.03737263167462283,180,35544,0.00166149291067643,0.001320764354972925
Accessibility | HistoneChIP,heart,0.09430054952445928,0.051752936206251404,0.042547613318207875,126,40645,0.01329122189098325,0.003036286587356407
Accessibility | HistoneChIP,heart left ventricle,0.05436132079382703,0.0511305094279834,0.0032308113658436263,54,20259,0.00344181629399611,0.002925025226625323
Accessibility | HistoneChIP,heart right ventricle,0.04634351312944835,0.045109013701977674,0.001234499427470677,11,10792,0.003534365892016696,0.0036001462852489757
Accessibility | HistoneChIP,hela-s3,0.09934648807116207,0.058926476961717066,0.04042001110944501,42,17063,0.012098851940296411,0.002639395040814615
Accessibility | HistoneChIP,hepatocyte,0.039084835967514664,0.035191682559588815,0.0038931534079258492,36,15465,0.00348634637839762,0.0023151039453202142
Accessibility | HistoneChIP,hepg2,-0.002857326143632897,0.0422610580032688,-0.0451183841469017,22,12729,0.005680792745661318,0.0015365829843301173
Accessibility | HistoneChIP,imr-90,-0.008965483585629484,0.03816868672042504,-0.047134170306054525,29,25246,0.002499340388818507,0.0011085804642319637
Accessibility | HistoneChIP,ips df 19.11,0.016079381263504427,0.055163647843151274,-0.03908426657964685,6,6777,0.0014684320211727925,0.0015449365213359369
Accessibility | HistoneChIP,ips df 6.9,-0.017771552006403606,0.03829289512754512,-0.05606444713394873,6,6777,0.0012571749377940755,0.0018767250618354045
