tissue,m1,m2,delta,n_within,pair
CL:0000236,DNase-seq,ChIP-seq:H3K27ac,0.15299139086997782,6.0,ChIP-seq:H3K27ac x DNase-seq
CL:0000236,DNase-seq,ChIP-seq:H3K27me3,-0.06667818283212597,9.0,ChIP-seq:H3K27me3 x DNase-seq
CL:0000236,DNase-seq,ChIP-seq:H3K36me3,-0.0395800772482756,6.0,ChIP-seq:H3K36me3 x DNase-seq
CL:0000236,DNase-seq,ChIP-seq:H3K4me1,-0.017403996843023593,6.0,ChIP-seq:H3K4me1 x DNase-seq
CL:0000236,DNase-seq,ChIP-seq:H3K4me3,0.08570262508572271,12.0,ChIP-seq:H3K4me3 x DNase-seq
CL:0000236,DNase-seq,ChIP-seq:H3K9ac,0.11954669634501139,3.0,ChIP-seq:H3K9ac x DNase-seq
CL:0000236,DNase-seq,ChIP-seq:H3K9me3,-0.008252043551422387,9.0,ChIP-seq:H3K9me3 x DNase-seq
CL:0000236,DNase-seq,ChIP-seq:CTCF,0.10693488930756193,3.0,ChIP-seq:CTCF x DNase-seq
CL:0000236,DNase-seq,polyA plus RNA-seq,0.035226074386292,6.0,DNase-seq x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K27ac,DNase-seq,0.18809089765376208,6.0,ChIP-seq:H3K27ac x DNase-seq
CL:0000236,ChIP-seq:H3K27ac,ChIP-seq:H3K27me3,0.006272230511424184,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0000236,ChIP-seq:H3K27ac,ChIP-seq:H3K36me3,0.01426702112984405,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:H3K27ac,ChIP-seq:H3K4me1,0.0644357335127768,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K27ac,ChIP-seq:H3K4me3,0.1993499589416216,8.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K27ac,ChIP-seq:H3K9ac,0.2086288547515869,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K27ac,ChIP-seq:H3K9me3,0.006459696685776729,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K27ac,ChIP-seq:CTCF,0.02444601515835186,2.0,ChIP-seq:CTCF x ChIP-seq:H3K27ac
CL:0000236,ChIP-seq:H3K27ac,polyA plus RNA-seq,0.03248717605982264,4.0,ChIP-seq:H3K27ac x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K27me3,DNase-seq,-0.06136960484260737,9.0,ChIP-seq:H3K27me3 x DNase-seq
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K27ac,0.020754232694150002,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K36me3,0.04045440248711399,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K4me1,0.13954464768234282,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K4me3,-0.01933636947435403,12.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K9ac,0.014871359070142108,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:H3K9me3,0.12807872381698476,9.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K27me3,ChIP-seq:CTCF,0.004558677849529675,3.0,ChIP-seq:CTCF x ChIP-seq:H3K27me3
CL:0000236,ChIP-seq:H3K27me3,polyA plus RNA-seq,-0.014718385984357926,6.0,ChIP-seq:H3K27me3 x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K36me3,DNase-seq,-0.049225575779143535,6.0,ChIP-seq:H3K36me3 x DNase-seq
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K27ac,-0.009433487580614804,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K27me3,0.034659104100589096,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K4me1,-0.008244903096572949,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K4me3,0.025557965743091868,8.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K9ac,0.053177273869514464,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:H3K9me3,0.044732376207573143,6.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K36me3,ChIP-seq:CTCF,-0.014654376702207442,2.0,ChIP-seq:CTCF x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:H3K36me3,polyA plus RNA-seq,-0.016390075741661306,4.0,ChIP-seq:H3K36me3 x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K4me1,DNase-seq,-0.01945545980634615,6.0,ChIP-seq:H3K4me1 x DNase-seq
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K27ac,0.07315871309234488,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K27me3,0.10046907951091899,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K36me3,0.0005151925697213094,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K4me3,-0.11144896737247142,8.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K9ac,0.00025671303272247273,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:H3K9me3,0.06457927276132705,6.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K4me1,ChIP-seq:CTCF,0.030026438312148147,2.0,ChIP-seq:CTCF x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:H3K4me1,polyA plus RNA-seq,0.00040062221786524993,4.0,ChIP-seq:H3K4me1 x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K4me3,DNase-seq,0.08335403709140549,12.0,ChIP-seq:H3K4me3 x DNase-seq
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K27ac,0.13244672961857007,8.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K27me3,-0.011836575494072904,12.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K36me3,0.07070997440152699,8.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K4me1,-0.08799054888916798,8.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K9ac,0.560165159702301,4.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:H3K9me3,0.005603126330433712,12.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K4me3,ChIP-seq:CTCF,0.030466771350716647,4.0,ChIP-seq:CTCF x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:H3K4me3,polyA plus RNA-seq,0.007042221543525899,8.0,ChIP-seq:H3K4me3 x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K79me2,DNase-seq,-0.0595455099599922,3.0,ChIP-seq:H3K79me2 x DNase-seq
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K27ac,-0.019605762284734977,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K27me3,-0.06140090970472358,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K36me3,0.1132040711307021,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K4me1,0.14278562277392612,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K4me3,0.04507049861943947,4.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K9ac,0.05094381362199783,1.0,ChIP-seq:H3K79me2 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:H3K9me3,0.01039771004562521,3.0,ChIP-seq:H3K79me2 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K79me2,ChIP-seq:CTCF,-0.017845443977078178,1.0,ChIP-seq:CTCF x ChIP-seq:H3K79me2
CL:0000236,ChIP-seq:H3K79me2,polyA plus RNA-seq,-0.03471145271603819,2.0,ChIP-seq:H3K79me2 x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K9ac,DNase-seq,0.07965967821520428,3.0,ChIP-seq:H3K9ac x DNase-seq
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K27ac,0.18283393072045367,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K27me3,0.014958264670152772,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K36me3,0.08217443431180621,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K4me1,0.0046172258469576385,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K4me3,0.46576882870692127,4.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:H3K9me3,0.002111464738845825,3.0,ChIP-seq:H3K9ac x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9ac,ChIP-seq:CTCF,0.05582095654505604,1.0,ChIP-seq:CTCF x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:H3K9ac,polyA plus RNA-seq,0.0009518698242127407,2.0,ChIP-seq:H3K9ac x polyA plus RNA-seq
CL:0000236,ChIP-seq:H3K9me3,DNase-seq,-0.02739311086012309,9.0,ChIP-seq:H3K9me3 x DNase-seq
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K27ac,-0.00025006283390842723,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K27me3,0.10415518238169937,9.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K36me3,0.07467684218071967,6.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K4me1,0.07179247041000478,6.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K4me3,-0.0029014549305978812,12.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:H3K9ac,0.016693512201309203,3.0,ChIP-seq:H3K9ac x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,ChIP-seq:CTCF,-0.0023391722883068546,3.0,ChIP-seq:CTCF x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:H3K9me3,polyA plus RNA-seq,-0.009438406928676361,6.0,ChIP-seq:H3K9me3 x polyA plus RNA-seq
CL:0000236,ChIP-seq:CTCF,DNase-seq,0.14651725828185563,3.0,ChIP-seq:CTCF x DNase-seq
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K27ac,0.009631752898419124,2.0,ChIP-seq:CTCF x ChIP-seq:H3K27ac
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K27me3,-0.0077380368421817655,3.0,ChIP-seq:CTCF x ChIP-seq:H3K27me3
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K36me3,0.0016506535528355813,2.0,ChIP-seq:CTCF x ChIP-seq:H3K36me3
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K4me1,0.021128923861218278,2.0,ChIP-seq:CTCF x ChIP-seq:H3K4me1
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K4me3,0.028714286831190004,4.0,ChIP-seq:CTCF x ChIP-seq:H3K4me3
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K9ac,0.0448474383354187,1.0,ChIP-seq:CTCF x ChIP-seq:H3K9ac
CL:0000236,ChIP-seq:CTCF,ChIP-seq:H3K9me3,0.01272937800553854,3.0,ChIP-seq:CTCF x ChIP-seq:H3K9me3
CL:0000236,ChIP-seq:CTCF,polyA plus RNA-seq,0.00994011600979505,2.0,ChIP-seq:CTCF x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,DNase-seq,0.028138625664150377,6.0,DNase-seq x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K27ac,0.02614685453428245,4.0,ChIP-seq:H3K27ac x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K27me3,-0.028476510411021352,6.0,ChIP-seq:H3K27me3 x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K36me3,0.01000678965023586,4.0,ChIP-seq:H3K36me3 x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K4me1,0.0027339350269303293,4.0,ChIP-seq:H3K4me1 x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K4me3,0.007035653335305883,8.0,ChIP-seq:H3K4me3 x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K9ac,0.0022710448503494296,2.0,ChIP-seq:H3K9ac x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:H3K9me3,-0.013202242357900526,6.0,ChIP-seq:H3K9me3 x polyA plus RNA-seq
CL:0000236,polyA plus RNA-seq,ChIP-seq:CTCF,-0.0036041685116459735,2.0,ChIP-seq:CTCF x polyA plus RNA-seq
CL:0001054,DNase-seq,ChIP-seq:H3K27ac,0.07838150433131627,10.0,ChIP-seq:H3K27ac x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K27me3,-0.046503397788124526,15.0,ChIP-seq:H3K27me3 x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K36me3,-0.04924189672268257,10.0,ChIP-seq:H3K36me3 x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K4me1,-0.15199359446926847,10.0,ChIP-seq:H3K4me1 x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K4me3,-0.018413139285056244,15.0,ChIP-seq:H3K4me3 x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K9ac,0.05362758541107177,5.0,ChIP-seq:H3K9ac x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:H3K9me3,-0.021295291202028367,10.0,ChIP-seq:H3K9me3 x DNase-seq
CL:0001054,DNase-seq,ChIP-seq:CTCF,0.02719123194802482,5.0,ChIP-seq:CTCF x DNase-seq
CL:0001054,DNase-seq,polyA plus RNA-seq,0.014265738436327731,40.0,DNase-seq x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K27ac,DNase-seq,0.03019928189067099,10.0,ChIP-seq:H3K27ac x DNase-seq
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K27me3,-0.07193663887593937,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K36me3,-0.020898229267605872,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K4me1,0.2242619698164893,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K4me3,0.20726909771771496,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K9ac,0.4203803586959839,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:H3K9me3,-0.017850069022170324,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K27ac,ChIP-seq:CTCF,0.01803820053080343,2.0,ChIP-seq:CTCF x ChIP-seq:H3K27ac
CL:0001054,ChIP-seq:H3K27ac,polyA plus RNA-seq,0.06727205043110138,16.0,ChIP-seq:H3K27ac x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K27me3,DNase-seq,-0.04281939087492047,15.0,ChIP-seq:H3K27me3 x DNase-seq
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K27ac,-0.05020965034176844,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K27me3
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K36me3,-0.004090352637637441,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K4me1,-0.06703622905174457,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K4me3,-0.04837489519880411,9.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K9ac,-0.041959863702456156,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:H3K9me3,0.1374213657787614,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K27me3,ChIP-seq:CTCF,-0.021464223522435193,3.0,ChIP-seq:CTCF x ChIP-seq:H3K27me3
CL:0001054,ChIP-seq:H3K27me3,polyA plus RNA-seq,-0.033440243890843886,24.0,ChIP-seq:H3K27me3 x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K36me3,DNase-seq,-0.03891320336948741,10.0,ChIP-seq:H3K36me3 x DNase-seq
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K27ac,-0.00787170266917681,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K36me3
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K27me3,0.014371371646037046,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K36me3
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K4me1,-0.03897808579717829,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K4me3,-0.0007882948632531323,6.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K9ac,-0.033283730894327165,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:H3K9me3,0.040776817617136675,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K36me3,ChIP-seq:CTCF,-0.027105870463375776,2.0,ChIP-seq:CTCF x ChIP-seq:H3K36me3
CL:0001054,ChIP-seq:H3K36me3,polyA plus RNA-seq,0.05736602208530937,16.0,ChIP-seq:H3K36me3 x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K4me1,DNase-seq,-0.16656165339730003,10.0,ChIP-seq:H3K4me1 x DNase-seq
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K27ac,0.2120936501840627,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K27me3,-0.0334641551491858,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K36me3,-0.0314650107667875,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K4me3,-0.004272097083324558,6.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K9ac,0.021158295720815658,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:H3K9me3,-0.023051127708158013,4.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K4me1,ChIP-seq:CTCF,0.00035695826529331953,2.0,ChIP-seq:CTCF x ChIP-seq:H3K4me1
CL:0001054,ChIP-seq:H3K4me1,polyA plus RNA-seq,0.04828710643351947,16.0,ChIP-seq:H3K4me1 x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K4me3,DNase-seq,-0.05526670325886119,15.0,ChIP-seq:H3K4me3 x DNase-seq
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K27ac,0.18348416926697914,6.0,ChIP-seq:H3K27ac x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K27me3,-0.03964798614896577,9.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K36me3,-0.021366331759163523,6.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K4me1,0.019464081370412542,6.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K9ac,0.30060531139373775,3.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:H3K9me3,-0.0038379472394229315,6.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K4me3,ChIP-seq:CTCF,0.013944586446075317,3.0,ChIP-seq:CTCF x ChIP-seq:H3K4me3
CL:0001054,ChIP-seq:H3K4me3,polyA plus RNA-seq,0.048088262594360186,24.0,ChIP-seq:H3K4me3 x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K79me2,DNase-seq,-0.06275513663694456,5.0,ChIP-seq:H3K79me2 x DNase-seq
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K27ac,0.0019945356046190896,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K27me3,-0.034041588847664575,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K36me3,-0.014253603540873398,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K4me1,0.10984771759783635,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K4me3,0.058642344295698715,3.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K9ac,0.002129311561584468,1.0,ChIP-seq:H3K79me2 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:H3K9me3,-0.021173553406026776,2.0,ChIP-seq:H3K79me2 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K79me2,ChIP-seq:CTCF,-0.024870334368831706,1.0,ChIP-seq:CTCF x ChIP-seq:H3K79me2
CL:0001054,ChIP-seq:H3K79me2,polyA plus RNA-seq,0.037825109073267735,8.0,ChIP-seq:H3K79me2 x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K9ac,DNase-seq,-0.011690104162538212,5.0,ChIP-seq:H3K9ac x DNase-seq
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K27ac,0.31235327261575263,2.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K27me3,-0.050312337347830846,3.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K36me3,-0.042440213657245436,2.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K4me1,0.030866135848187357,2.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K4me3,0.2263809005979081,3.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:H3K9me3,-0.0908571514170929,2.0,ChIP-seq:H3K9ac x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9ac,ChIP-seq:CTCF,0.037632462972739956,1.0,ChIP-seq:CTCF x ChIP-seq:H3K9ac
CL:0001054,ChIP-seq:H3K9ac,polyA plus RNA-seq,0.05425128193012827,8.0,ChIP-seq:H3K9ac x polyA plus RNA-seq
CL:0001054,ChIP-seq:H3K9me3,DNase-seq,-0.020636728251135193,10.0,ChIP-seq:H3K9me3 x DNase-seq
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K27ac,-0.017009239603319893,4.0,ChIP-seq:H3K27ac x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K27me3,0.11877373854319254,6.0,ChIP-seq:H3K27me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K36me3,0.04035646626085201,4.0,ChIP-seq:H3K36me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K4me1,-0.02611419900518949,4.0,ChIP-seq:H3K4me1 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K4me3,-0.001658952152225334,6.0,ChIP-seq:H3K4me3 x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:H3K9ac,-0.09151132762432099,2.0,ChIP-seq:H3K9ac x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,ChIP-seq:CTCF,0.009346353276720586,2.0,ChIP-seq:CTCF x ChIP-seq:H3K9me3
CL:0001054,ChIP-seq:H3K9me3,polyA plus RNA-seq,-0.02292447310190854,16.0,ChIP-seq:H3K9me3 x polyA plus RNA-seq
CL:0001054,ChIP-seq:CTCF,DNase-seq,0.006141385552170989,5.0,ChIP-seq:CTCF x DNase-seq
