file_id,assay,modality_coarse,tissue_strict,biosample_type,dataset,w_norm,w_gain_norm,bias,bias_effective
ENCSR307DQT,Histone ChIP-seq,HistoneChIP,su-dhl-6,cell line,encode_v3,2.3731788733406574,3.278034777913948,-0.0015066268388181925,0.9303162935450509
ENCSR511OIE,Histone ChIP-seq,HistoneChIP,su-dhl-6,cell line,encode_v3,0.9341560679389304,1.092528179306675,-0.013629743829369545,-0.10574849816041301
ENCSR316KHQ,Histone ChIP-seq,HistoneChIP,su-dhl-6,cell line,encode_v3,0.9664777731208003,1.1431122788336139,-0.007338984869420528,0.02936582443674749
ENCSR804MDH,Histone ChIP-seq,HistoneChIP,su-dhl-6,cell line,encode_v3,2.400166376831035,3.139238347787037,0.009012645110487938,1.128775105285862
ENCSR494LJG,Histone ChIP-seq,HistoneChIP,su-dhl-6,cell line,encode_v3,1.5170386351185314,2.019696964318479,0.0067602903582155704,0.8551725329694545
ENCSR018LUP,Histone ChIP-seq,HistoneChIP,su-dhl-6,cell line,encode_v3,0.8276345852022283,0.9555312794658603,-0.009496599435806274,-0.10731866839801582
ENCSR587FCM,Histone ChIP-seq,HistoneChIP,su-dhl-6,cell line,encode_v3,0.8663959874338582,1.0198917816203394,-0.005846088286489248,-0.1070875099942522
ENCSR538KLU,Histone ChIP-seq,HistoneChIP,su-dhl-6,cell line,encode_v3,0.8142618710139244,0.9720999299655955,-0.004255959764122963,0.014667513404823085
ENCSR125DKL,TF ChIP-seq,TFChIP,su-dhl-6,cell line,encode_v3,1.9290825479443767,2.7072604055592975,0.01506035402417183,0.44683747819824066
ENCSR088HZI,TF ChIP-seq,TFChIP,su-dhl-6,cell line,encode_v3,0.8594474215153083,1.0185497644857844,0.010155403055250645,0.1327644496100833
ENCSR217SET,DNase-seq,Accessibility,sw480,cell line,encode_v3,2.5473379119284845,3.5715678152198116,0.02629404328763485,1.923730934536816
ENCSR000ELS,DNase-seq,Accessibility,t47d,cell line,encode_v3,2.342162868626115,3.3821611307741053,0.01408171933144331,1.6607238081764764
ENCSR000BJS,TF ChIP-seq,TFChIP,t47d,cell line,encode_v3,0.8380480726568015,1.007706797525052,0.013031152077019215,0.13460216520661403
ENCSR000BLL,TF ChIP-seq,TFChIP,t47d,cell line,encode_v3,0.9447521679825192,1.1916077879147566,0.012264766730368137,0.24269833963834936
ENCSR000BQD,TF ChIP-seq,TFChIP,t47d,cell line,encode_v3,0.8968319060647589,1.0319538906269417,0.01268208771944046,0.040429667607818534
ENCSR000BKY,TF ChIP-seq,TFChIP,t47d,cell line,encode_v3,2.657191052018487,3.6817910229422717,-0.009443193674087524,0.783624772937106
ENCSR000BMX,TF ChIP-seq,TFChIP,t47d,cell line,encode_v3,2.0911166454663266,2.7278438230944593,0.010526048019528389,0.8482061465277748
ENCSR000BVO,TF ChIP-seq,TFChIP,t47d,cell line,encode_v3,0.9434369379549459,1.1519191216104412,0.0003760958497878164,0.07794005420473453
ENCSR000BYD,polyA plus RNA-seq,RNA,t47d,cell line,encode_v3,2.7830423356684633,3.596685788622267,-0.0007861499325372279,2.8110988665387735
ENCSR000BYE,polyA plus RNA-seq,RNA,t47d,cell line,encode_v3,2.814858022684058,3.6512032446092397,-0.0035387324169278145,2.8776514212571644
ENCSR000BYF,polyA plus RNA-seq,RNA,t47d,cell line,encode_v3,2.8511561642501713,3.7061934093915028,0.001208559493534267,2.9676367189953368
ENCSR000BYG,polyA plus RNA-seq,RNA,t47d,cell line,encode_v3,2.8275440839700243,3.65481920868474,4.390449612401426e-05,2.9814678618319306
ENCSR000BYO,polyA plus RNA-seq,RNA,u-87 mg,cell line,encode_v3,3.74832404518983,4.863060376384413,-0.005829357076436281,3.898145852236436
ENCSR656PGJ,Histone ChIP-seq,HistoneChIP,ucsf-4,cell line,encode_v3,1.3283070043801137,1.6543620051103056,0.006708305794745684,0.2845223677499448
ENCSR485ZKB,Histone ChIP-seq,HistoneChIP,ucsf-4,cell line,encode_v3,1.4189583085176494,1.6724090251926358,0.04839993640780449,0.26655040533855306
ENCSR734QPK,Histone ChIP-seq,HistoneChIP,ucsf-4,cell line,encode_v3,1.6725553921634984,1.9290123008662783,0.019494855776429176,0.3904895243272621
ENCSR615YKN,Histone ChIP-seq,HistoneChIP,ucsf-4,cell line,encode_v3,1.5741393947960518,2.0662290096012415,0.020959705114364624,0.2606414089225947
ENCSR595KPI,Histone ChIP-seq,HistoneChIP,ucsf-4,cell line,encode_v3,2.4485461064048146,3.345463921968434,0.03532341867685318,1.8207276705443434
ENCSR550GSE,Histone ChIP-seq,HistoneChIP,ucsf-4,cell line,encode_v3,1.8893100172091675,2.2139204011843945,0.0028726954478770494,0.2599260959027767
ENCSR597ULV,Histone ChIP-seq,HistoneChIP,vcap,cell line,encode_v3,2.5687283760564403,3.427077908284393,0.0011384246172383428,1.4801313132805303
ENCSR265ARE,TF ChIP-seq,TFChIP,vcap,cell line,encode_v3,2.417555543179134,3.5953481415772086,0.013720043003559113,0.7199368965946891
ENCSR000DXU,Histone ChIP-seq,HistoneChIP,weri-rb-1,cell line,encode_v3,3.2368033727024805,4.398411965669176,-0.004856342915445566,2.5104050568289553
ENCSR000DXW,TF ChIP-seq,TFChIP,weri-rb-1,cell line,encode_v3,2.494546497152361,3.7649041783732278,0.01917051151394844,0.9858723411299761
ENCSR000DXY,Histone ChIP-seq,HistoneChIP,wi38,cell line,encode_v3,3.3376229850192582,4.807170365240102,0.005617210641503334,3.1064957250026812
ENCSR000DXZ,Histone ChIP-seq,HistoneChIP,wi38,cell line,encode_v3,3.2570458551615395,4.746947505939569,0.00276007317006588,2.944670917948695
ENCSR000DYB,TF ChIP-seq,TFChIP,wi38,cell line,encode_v3,1.749866491870411,2.540192076358098,0.04521782323718071,0.6684123910420792
ENCSR166IFS,total RNA-seq,RNA,wtc11,cell line,encode_v3,3.1665821267278775,4.16617246875139,-0.004945427179336548,2.1656900583893224
ENCSR450EXF_M,total RNA-seq,RNA,wtc11,cell line,encode_v3,2.6067915170035993,3.6662808221706444,-0.002575007965788245,1.9794769246017487
ENCSR450EXF_P,total RNA-seq,RNA,wtc11,cell line,encode_v3,2.7276905055184946,3.6099393895332845,0.0018806345760822296,2.152303602493241
ENCSR383SNM,DNase-seq,Accessibility,ips df 19.11,cell line,encode_v3,3.28950218609009,4.786862435637041,0.04637196660041809,1.776466983981136
ENCSR505OPZ,Histone ChIP-seq,HistoneChIP,ips df 19.11,cell line,encode_v3,1.7275267246559627,2.4222439465388623,0.002763772616162896,0.5571338201150389
ENCSR100PNV,Histone ChIP-seq,HistoneChIP,ips df 19.11,cell line,encode_v3,1.3955411040921595,1.6699837082151112,0.05962608754634857,0.2597148830036422
ENCSR067BNI,Histone ChIP-seq,HistoneChIP,ips df 19.11,cell line,encode_v3,1.8444534203212066,2.199135653283581,0.04806124046444893,0.5439728039334467
ENCSR307OAJ,Histone ChIP-seq,HistoneChIP,ips df 19.11,cell line,encode_v3,2.0543490238216857,2.5324641482694186,0.032033514231443405,0.38705942264466836
ENCSR888WZL,Histone ChIP-seq,HistoneChIP,ips df 19.11,cell line,encode_v3,3.1820134310270727,4.439328167239805,0.030217986553907394,2.213256868301076
ENCSR704BRU,Histone ChIP-seq,HistoneChIP,ips df 19.11,cell line,encode_v3,1.648673212652788,2.004957561209157,0.02247215434908867,0.3049880788540073
ENCSR440QMR,DNase-seq,Accessibility,ips df 19.7,cell line,encode_v3,2.988743413809782,4.312197918172932,0.04219072684645653,1.4828099212638866
ENCSR014FPY,DNase-seq,Accessibility,ips df 4.7,cell line,encode_v3,2.431870154759002,3.439583753097933,0.03682256117463112,1.3653481791928261
ENCSR261SMF,DNase-seq,Accessibility,ips df 6.9,cell line,encode_v3,2.4591361809127736,3.4892459580775848,0.03795754909515381,1.581839885874948
ENCSR875QDS,Histone ChIP-seq,HistoneChIP,ips df 6.9,cell line,encode_v3,1.271579688622695,1.6003620537759047,-0.031277697533369064,0.06546235304956927
ENCSR916MHZ,Histone ChIP-seq,HistoneChIP,ips df 6.9,cell line,encode_v3,1.2581259336413795,1.49132012115966,0.043202340602874756,0.1982996774253786
ENCSR173ZMH,Histone ChIP-seq,HistoneChIP,ips df 6.9,cell line,encode_v3,1.193219319849544,1.3877142554212527,0.025513170287013054,0.3136396850538273
ENCSR857LLS,Histone ChIP-seq,HistoneChIP,ips df 6.9,cell line,encode_v3,1.4446352884402487,1.8204383212072404,0.015790792182087898,0.20594426328899634
ENCSR263ELQ,Histone ChIP-seq,HistoneChIP,ips df 6.9,cell line,encode_v3,1.9640682705796138,2.6466827056289093,0.02902490645647049,1.3267577385410831
ENCSR681AIW,Histone ChIP-seq,HistoneChIP,ips df 6.9,cell line,encode_v3,1.005789447648112,1.1947099657687812,0.008963407017290592,0.10515568315426321
ENCSR941YPY,Histone ChIP-seq,HistoneChIP,ips-11a,cell line,encode_v3,2.687034795543744,3.7778131029833464,0.02978498302400112,2.0208976661692017
ENCSR581YZL,Histone ChIP-seq,HistoneChIP,ips-15b,cell line,encode_v3,2.6096659054014473,3.17698629072337,0.01714814268052578,0.34972920475689206
ENCSR619YUY,Histone ChIP-seq,HistoneChIP,ips-15b,cell line,encode_v3,1.5125514059307839,1.8007005367191502,0.018612168729305267,0.40880432605993755
ENCSR276ZBE,Histone ChIP-seq,HistoneChIP,ips-15b,cell line,encode_v3,2.0689175663893096,2.763026118160692,-0.009686069563031197,0.06680495900461969
ENCSR236XRR,Histone ChIP-seq,HistoneChIP,ips-15b,cell line,encode_v3,2.564722502548389,3.4100694889739467,0.02624690718948841,1.8919674628471235
ENCSR848EZM,Histone ChIP-seq,HistoneChIP,ips-15b,cell line,encode_v3,1.5008408320419975,1.9332170001469309,0.014109961688518524,0.6727475182341509
ENCSR558XOU,Histone ChIP-seq,HistoneChIP,ips-15b,cell line,encode_v3,1.259508076862087,1.5184954096802905,0.0009541598847135901,0.07967573686099465
ENCSR429YAE,Histone ChIP-seq,HistoneChIP,ips-18a,cell line,encode_v3,1.2579622259346894,1.6557781295132414,-0.0008241988252848387,0.31727422716706566
ENCSR743JIT,Histone ChIP-seq,HistoneChIP,ips-18a,cell line,encode_v3,2.7058538152320355,3.3215800588862137,0.02871721237897873,0.49062255978715413
ENCSR467FMR,Histone ChIP-seq,HistoneChIP,ips-18a,cell line,encode_v3,1.6711250108996052,2.0688455440746014,0.03696656599640846,0.3230109143433961
ENCSR235APD,Histone ChIP-seq,HistoneChIP,ips-18a,cell line,encode_v3,2.1750012141239212,2.9433741989712026,-0.00422036275267601,0.2627642721570381
ENCSR505JQC,Histone ChIP-seq,HistoneChIP,ips-18a,cell line,encode_v3,2.7067937032600513,3.6360163417303397,0.02262343466281891,2.0198742175755067
ENCSR842ASU,Histone ChIP-seq,HistoneChIP,ips-18a,cell line,encode_v3,1.9924632690014015,2.7700434248664836,0.013476147316396236,1.0289148508688948
ENCSR979TIC,Histone ChIP-seq,HistoneChIP,ips-18a,cell line,encode_v3,1.317372260226957,1.562393845802566,0.007876728661358356,0.12920446582444295
ENCSR792NZO,Histone ChIP-seq,HistoneChIP,ips-18c,cell line,encode_v3,2.090554312647896,2.846568179517183,0.027081675827503204,1.6784524413814816
ENCSR034LMV,Histone ChIP-seq,HistoneChIP,ips-18c,cell line,encode_v3,1.6283630639406577,1.9354796807364838,0.00086262880358845,0.19873355641311602
ENCSR729GQT,Histone ChIP-seq,HistoneChIP,ips-20b,cell line,encode_v3,1.2592765643837196,1.5965670672198384,0.0006775412475690246,0.39595553186244636
ENCSR352UID,Histone ChIP-seq,HistoneChIP,ips-20b,cell line,encode_v3,2.5926096261835747,3.1711833396947444,0.023270972073078156,0.5390097968655535
ENCSR499WAQ,Histone ChIP-seq,HistoneChIP,ips-20b,cell line,encode_v3,1.9031621170186737,2.364665346977784,0.02095763199031353,0.34821870648376263
ENCSR996FWI,Histone ChIP-seq,HistoneChIP,ips-20b,cell line,encode_v3,1.7358379551987682,2.342783316066705,-0.004812834784388542,0.09284087420781983
ENCSR989RAL,Histone ChIP-seq,HistoneChIP,ips-20b,cell line,encode_v3,2.4564365663814662,3.275617315676199,0.018452338874340057,1.6954646282207837
ENCSR166KLM,Histone ChIP-seq,HistoneChIP,ips-20b,cell line,encode_v3,1.7151469694648678,2.2853715447735103,0.02297801710665226,0.9671142315846177
ENCSR214WRA,Histone ChIP-seq,HistoneChIP,ips-20b,cell line,encode_v3,1.5176893940762728,1.8158168535816146,-0.0032555200159549713,0.09443105617045222
ENCSR000EKJ,DNase-seq,Accessibility,ips-nihi11,cell line,encode_v3,2.475640040262046,3.3896113333269704,0.04198167100548744,1.5048055053549183
ENCSR000EKK,DNase-seq,Accessibility,ips-nihi7,cell line,encode_v3,2.1126646604952692,2.8461275565838244,0.05509088933467865,1.1290980083314643
ENCSR000ELV,DNase-seq,Accessibility,urothelium cell line,cell line,encode_v3,2.484631652606147,3.5026690759588246,0.027724483981728554,1.714755336218993
ENCSR405TXU,DNase-seq,Accessibility,adipocyte,in vitro differentiated cells,encode_v3,2.8595087583321717,4.43402267697828,0.05019605904817581,2.5023941877635325
ENCSR769HUN,Histone ChIP-seq,HistoneChIP,adipocyte,in vitro differentiated cells,encode_v3,1.632909223084668,1.96712298756979,-0.002031603828072548,0.04824903769926288
ENCSR136ZNV,Histone ChIP-seq,HistoneChIP,adipocyte,in vitro differentiated cells,encode_v3,1.7297166356560665,2.143231816475557,0.019177302718162537,0.2481172601303527
ENCSR115VDV,Histone ChIP-seq,HistoneChIP,adipocyte,in vitro differentiated cells,encode_v3,2.27306647157004,2.890567169267903,0.010207672603428364,0.20393426678858184
ENCSR367VRA,Histone ChIP-seq,HistoneChIP,adipocyte,in vitro differentiated cells,encode_v3,2.4489326842860115,3.2302866560494228,0.021285826340317726,2.1275280413560136
ENCSR162VXO,Histone ChIP-seq,HistoneChIP,adipocyte,in vitro differentiated cells,encode_v3,2.4991458973111778,3.319523001571217,0.025576379150152206,1.847020706377479
ENCSR201GCJ,Histone ChIP-seq,HistoneChIP,adipocyte,in vitro differentiated cells,encode_v3,1.5152297949219171,1.784976755633858,-0.007393739651888609,0.03762806825647043
ENCSR129VBC_M,total RNA-seq,RNA,astrocyte,in vitro differentiated cells,encode_v3,2.4386506146565003,3.2633970482740584,0.005951807368546724,2.350530535056685
ENCSR129VBC_P,total RNA-seq,RNA,astrocyte,in vitro differentiated cells,encode_v3,2.5095038679406794,3.317218646762764,0.006035957485437393,2.3988667091077707
ENCSR626RVD,DNase-seq,Accessibility,bipolar neuron,in vitro differentiated cells,encode_v3,3.0825819294499013,4.400825742047829,0.01410010363906622,2.0696985109781556
ENCSR983CSB,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,1.6510640110049992,2.0350570605929303,0.014874698594212532,0.39507469810652796
ENCSR683ORH,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,1.4080044373276586,1.707869891941754,0.03404884785413742,0.24162606304526793
ENCSR905TYC,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,3.4059164602319223,4.504659428684937,0.012115731835365295,1.0911149265785316
ENCSR472SEY,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.4481925257855996,2.921150360168908,0.015634076669812202,0.537947386772419
ENCSR375IXS,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,1.4867338458725754,1.7993018123874969,0.0018562277546152472,0.2941900908338857
ENCSR301AEA,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.3795578317603887,2.908311819660612,0.020773999392986298,-0.048249027966783764
ENCSR821IAK,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.389738721964211,2.9938356881668815,0.042389336973428726,1.0066458200802202
ENCSR849YFO,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.158253754978884,2.795840106368799,0.028145600110292435,1.5387655146057846
ENCSR484PTR,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.607417357518424,3.4707288513264363,0.012630793265998363,0.7554284672001391
ENCSR592ETL,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.5393880748621687,3.391261822960595,0.016492588445544243,1.514637957024215
ENCSR175OYG,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,1.0861526867854925,1.2625384081927216,0.007937253452837467,-0.18105639427677991
ENCSR247PYK,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,1.341772032032914,1.5728369939227493,-0.012380336411297321,-0.12864887501026312
ENCSR821GUG,Histone ChIP-seq,HistoneChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.2767451586095904,2.777021527047255,0.015595288015902042,0.5098814231526209
ENCSR066BZZ,TF ChIP-seq,TFChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.277070850347122,3.136652394691777,0.031458914279937744,0.6639671135170366
ENCSR619IUE,TF ChIP-seq,TFChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.366592884442614,3.4785395635274345,0.007098691537976265,0.6885427707633802
ENCSR886KKK,TF ChIP-seq,TFChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.7782225070164595,3.289870566439392,0.04854883253574371,0.9264154861565757
ENCSR889GGV,TF ChIP-seq,TFChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.3979901447692136,3.1456954467241465,-0.0015508878277614713,1.197298180651138
ENCSR839SFJ,TF ChIP-seq,TFChIP,bipolar neuron,in vitro differentiated cells,encode_v3,2.011143817753259,2.437484746361358,0.002065892331302166,0.3748056622725635
ENCSR418KUS,TF ChIP-seq,TFChIP,bipolar neuron,in vitro differentiated cells,encode_v3,1.5232346027959973,1.8530296900414904,-0.009676038287580013,0.47341739530238863
ENCSR023VVO,polyA plus RNA-seq,RNA,bipolar neuron,in vitro differentiated cells,encode_v3,2.8897759636835945,3.731982327845273,0.010647019371390343,3.0882130169944686
ENCSR968WKR_M,total RNA-seq,RNA,bipolar neuron,in vitro differentiated cells,encode_v3,2.673147712398398,3.4502405419295976,-7.482857472496107e-05,2.412601787039873
ENCSR968WKR_P,total RNA-seq,RNA,bipolar neuron,in vitro differentiated cells,encode_v3,2.58523136079715,3.383776426412108,-0.005852857604622841,2.038377469138749
ENCSR842KCP,DNase-seq,Accessibility,cardiac muscle cell,in vitro differentiated cells,encode_v3,2.8637400160824495,4.244201612838119,0.03559091314673424,2.168024656763448
ENCSR000NPF,Histone ChIP-seq,HistoneChIP,cardiac muscle cell,in vitro differentiated cells,encode_v3,1.7387042511904736,2.2612066729094944,0.022191358730196953,0.8058808208117232
ENCSR000DSM,Histone ChIP-seq,HistoneChIP,cardiac muscle cell,in vitro differentiated cells,encode_v3,2.2696841213964336,2.7463855628093534,0.006152772810310125,0.5021122391953476
ENCSR864LRY,Histone ChIP-seq,HistoneChIP,cardiac muscle cell,in vitro differentiated cells,encode_v3,1.330503762040934,1.5825074098265515,0.01564420387148857,0.297411397393958
ENCSR000DSI,Histone ChIP-seq,HistoneChIP,cardiac muscle cell,in vitro differentiated cells,encode_v3,1.9344378164663665,2.3947555684437636,-0.0010138010839000344,0.1296454494498546
ENCSR994NPK,Histone ChIP-seq,HistoneChIP,cardiac muscle cell,in vitro differentiated cells,encode_v3,0.8407283010613681,0.994448037988879,0.02228582464158535,0.2250497665162126
ENCSR276OLB,Histone ChIP-seq,HistoneChIP,cardiac muscle cell,in vitro differentiated cells,encode_v3,1.1524928737037523,1.4564653112035066,0.009777850471436977,0.16940891224876523
ENCSR000DSP,Histone ChIP-seq,HistoneChIP,cardiac muscle cell,in vitro differentiated cells,encode_v3,3.1455521635445307,4.216130365673135,-0.0037945255171507597,2.1388463000743085
ENCSR652QNW,Histone ChIP-seq,HistoneChIP,cardiac muscle cell,in vitro differentiated cells,encode_v3,1.5706412702639985,2.034872331682412,-0.00040102549246512353,1.1255179233261174
ENCSR269ULZ,Histone ChIP-seq,HistoneChIP,cardiac muscle cell,in vitro differentiated cells,encode_v3,0.8287436662553521,0.9659898939601512,0.03269343823194504,0.050685875993561225
ENCSR713SXF,TF ChIP-seq,TFChIP,cardiac muscle cell,in vitro differentiated cells,encode_v3,1.9987730330863736,2.679691568433707,0.046435654163360596,0.7524357153828236
ENCSR294NDO,polyA plus RNA-seq,RNA,cardiac muscle cell,in vitro differentiated cells,encode_v3,2.73014235634572,3.5550122057501836,0.029417984187602997,2.8691292673293005
ENCSR379YAE_M,total RNA-seq,RNA,cardiac muscle cell,in vitro differentiated cells,encode_v3,2.8212490545846,3.671738480299355,0.003238076576963067,2.4522268501043016
ENCSR379YAE_P,total RNA-seq,RNA,cardiac muscle cell,in vitro differentiated cells,encode_v3,2.6956177748353234,3.5834908224853335,0.000947660009842366,2.124730410934895
ENCSR000EMV,DNase-seq,Accessibility,cardiac myoblast,in vitro differentiated cells,encode_v3,3.2338719000629528,4.890390866932954,0.027859393507242203,2.292637469721543
ENCSR000DSJ,Histone ChIP-seq,HistoneChIP,cardiac myoblast,in vitro differentiated cells,encode_v3,2.0091696422645655,2.4138281913537316,-0.0005260506295599043,0.2564490001485058
ENCSR000DSF,Histone ChIP-seq,HistoneChIP,cardiac myoblast,in vitro differentiated cells,encode_v3,1.7656188127909858,2.1394719595224037,-0.00040305545553565025,0.05134396237803801
ENCSR000DSD,Histone ChIP-seq,HistoneChIP,cardiac myoblast,in vitro differentiated cells,encode_v3,2.6065261141187452,3.3867695318272855,-0.003297800663858652,1.4739201722354507
ENCSR000DSK,Histone ChIP-seq,HistoneChIP,cardiovascular progenitor cell,in vitro differentiated cells,encode_v3,2.157344587954456,2.624459566686147,0.02623082511126995,0.5443041861339273
ENCSR000DSG,Histone ChIP-seq,HistoneChIP,cardiovascular progenitor cell,in vitro differentiated cells,encode_v3,1.6610906191146322,1.9848349286017575,0.004567279480397701,0.19050064316924561
ENCSR000DSO,Histone ChIP-seq,HistoneChIP,cardiovascular progenitor cell,in vitro differentiated cells,encode_v3,3.9500513205397656,5.4178130016346975,-0.0047179292887449265,3.15728669601765
ENCSR774MGO_M,total RNA-seq,RNA,chondrocyte,in vitro differentiated cells,encode_v3,2.4267196346645323,3.2467107932620256,0.002048033056780696,2.2576741440409123
ENCSR774MGO_P,total RNA-seq,RNA,chondrocyte,in vitro differentiated cells,encode_v3,2.570419765821865,3.478785982133483,0.0012316185748204589,2.2757979772408685
ENCSR360XIS,DNase-seq,Accessibility,ecto neural progenitor cell,in vitro differentiated cells,encode_v3,2.199686480594777,2.9537891522617263,0.040796007961034775,1.8042315172685193
ENCSR747HAM,Histone ChIP-seq,HistoneChIP,ectodermal cell,in vitro differentiated cells,encode_v3,2.143143945987768,2.741522685280131,-0.01092483475804329,0.7436394927759751
ENCSR690GLT,Histone ChIP-seq,HistoneChIP,ectodermal cell,in vitro differentiated cells,encode_v3,2.5394939089333444,3.066839414173825,0.021294904872775078,0.8174128286506025
ENCSR136ZLJ,Histone ChIP-seq,HistoneChIP,ectodermal cell,in vitro differentiated cells,encode_v3,2.3141503820541423,2.8372284439568283,0.0038837373722344637,0.3800982903362362
ENCSR235CEI,Histone ChIP-seq,HistoneChIP,ectodermal cell,in vitro differentiated cells,encode_v3,0.9931551587842442,1.1787923280872057,-0.003979547880589962,-0.003897998512625629
ENCSR382XJF_M,polyA plus RNA-seq,RNA,ectodermal cell,in vitro differentiated cells,encode_v3,2.9267534774132717,3.992161892574471,-0.015900591388344765,2.2169233395769963
ENCSR382XJF_P,polyA plus RNA-seq,RNA,ectodermal cell,in vitro differentiated cells,encode_v3,2.8978997012516867,3.864693385866713,-0.011570862494409084,2.4162857703499743
ENCSR593AMV_M,polyA plus RNA-seq,RNA,ectodermal cell,in vitro differentiated cells,encode_v3,2.8142882287773476,3.823990504183243,-0.01096977200359106,1.795583591546486
ENCSR593AMV_P,polyA plus RNA-seq,RNA,ectodermal cell,in vitro differentiated cells,encode_v3,2.7647178926662357,3.6844790796044324,-0.011239411309361458,2.1232017698442522
ENCSR851BRK_M,polyA plus RNA-seq,RNA,ectodermal cell,in vitro differentiated cells,encode_v3,2.911956629944726,3.9568473664942734,-0.013401380740106106,2.1484096539530877
ENCSR851BRK_P,polyA plus RNA-seq,RNA,ectodermal cell,in vitro differentiated cells,encode_v3,2.857987685355735,3.810714849042957,-0.010876805521547794,2.3220404320388264
ENCSR872LTT_M,polyA plus RNA-seq,RNA,ectodermal cell,in vitro differentiated cells,encode_v3,2.873482031720538,3.922498234625875,-0.014928952790796757,1.9682532556837555
ENCSR872LTT_P,polyA plus RNA-seq,RNA,ectodermal cell,in vitro differentiated cells,encode_v3,2.847781873591546,3.800970191167793,-0.010334557853639126,2.237464488175987
ENCSR166KPV,DNase-seq,Accessibility,endodermal cell,in vitro differentiated cells,encode_v3,2.9267519884468216,4.045048018549357,0.03256930410861969,2.1478444409075412
ENCSR200ETW,Histone ChIP-seq,HistoneChIP,endodermal cell,in vitro differentiated cells,encode_v3,2.1523541041002012,2.7217514988032816,0.006394626572728157,0.6895048361004461
ENCSR273IYV,Histone ChIP-seq,HistoneChIP,endodermal cell,in vitro differentiated cells,encode_v3,1.8580175070295897,2.2448450454209503,0.00863118376582861,0.5758986058645658
ENCSR677EZB,Histone ChIP-seq,HistoneChIP,endodermal cell,in vitro differentiated cells,encode_v3,1.5395395607522555,1.812147832612938,0.0021611384581774473,0.31485293786827234
ENCSR037RJI,Histone ChIP-seq,HistoneChIP,endodermal cell,in vitro differentiated cells,encode_v3,1.7051004944168684,2.046984677161341,-0.0049253227189183235,0.13568644900616617
ENCSR194TFK,Histone ChIP-seq,HistoneChIP,endodermal cell,in vitro differentiated cells,encode_v3,2.0133476991295716,2.4338667223302477,-0.012287551537156105,0.23682630939396057
ENCSR446ZCY,Histone ChIP-seq,HistoneChIP,endodermal cell,in vitro differentiated cells,encode_v3,2.2665793805216703,2.878133891707844,0.007174325175583363,1.4530117301884933
ENCSR823BHO,Histone ChIP-seq,HistoneChIP,endodermal cell,in vitro differentiated cells,encode_v3,1.8170403543457843,2.1473020987817257,-0.015394297428429127,0.06982622453228314
ENCSR002CTR_M,polyA plus RNA-seq,RNA,endodermal cell,in vitro differentiated cells,encode_v3,2.9090163803762734,3.9523352014654107,0.0010112919844686985,2.2215280806815665
ENCSR002CTR_P,polyA plus RNA-seq,RNA,endodermal cell,in vitro differentiated cells,encode_v3,2.9128392716825444,3.8628365409629577,0.002686391118913889,2.400536913418975
ENCSR472PBS_M,polyA plus RNA-seq,RNA,endodermal cell,in vitro differentiated cells,encode_v3,2.8003876244027968,3.821737998376523,-0.0016522277146577835,2.1226285121765756
ENCSR472PBS_P,polyA plus RNA-seq,RNA,endodermal cell,in vitro differentiated cells,encode_v3,2.804549259545228,3.724334833615357,0.00437188008800149,2.3320632900685743
ENCSR291TRJ_M,total RNA-seq,RNA,endodermal cell,in vitro differentiated cells,encode_v3,2.365112513697122,3.1943531975449893,0.004249603487551212,1.8645301744930003
ENCSR291TRJ_P,total RNA-seq,RNA,endodermal cell,in vitro differentiated cells,encode_v3,2.4579464460451828,3.2235994103636636,0.008814351633191109,1.9506137528584857
ENCSR559HWG_M,total RNA-seq,RNA,endodermal cell,in vitro differentiated cells,encode_v3,2.3776185040272635,3.1447219326625153,0.004209656734019518,2.0648763362296165
ENCSR559HWG_P,total RNA-seq,RNA,endodermal cell,in vitro differentiated cells,encode_v3,2.406257713446001,3.13440385709711,0.0030158553272485733,2.102737850879964
