file_id,assay,modality_coarse,tissue_strict,biosample_type,dataset,w_norm,w_gain_norm,bias,bias_effective
kai1,ATAC-seq,Accessibility,a cardiomyocyte,single_cell,catlas,2.6501139322571046,4.134189080827909,0.03135807067155838,2.053352647273966
kai2,ATAC-seq,Accessibility,acinar,single_cell,catlas,4.058497987040135,6.743628775215024,0.023711802437901497,3.451173340770573
kai3,ATAC-seq,Accessibility,adipocyte,single_cell,catlas,2.436920910963463,3.691755278995253,0.020729195326566696,1.986855307532835
kai4,ATAC-seq,Accessibility,airway goblet,single_cell,catlas,4.410941479387152,7.704040051478788,0.014778397046029568,3.2438008492949373
kai5,ATAC-seq,Accessibility,alpha 1,single_cell,catlas,3.8655670120073182,6.544113274471839,0.017178377136588097,2.828830325908899
kai6,ATAC-seq,Accessibility,alpha 2,single_cell,catlas,3.844440795015725,6.178145771478461,0.023535454645752907,3.4307181626916496
kai7,ATAC-seq,Accessibility,alveolar cap endo,single_cell,catlas,2.6801607682239927,4.484827884532819,0.006900978274643421,1.9344879611767867
kai8,ATAC-seq,Accessibility,alveolar type 1,single_cell,catlas,2.9740819025160987,4.816739435062852,0.013328677974641323,2.1404811567126965
kai10,ATAC-seq,Accessibility,alveolar type 2,single_cell,catlas,2.7399347216736376,4.343704457305246,0.01412899885326624,1.887144577367834
kai9,ATAC-seq,Accessibility,alveolar type 2 (immune),single_cell,catlas,2.2744482594113147,3.736938677112837,0.029755663126707077,1.7662633473263991
kai11,ATAC-seq,Accessibility,astrocyte 1,single_cell,catlas,3.397857085054256,5.438067229852534,0.005819878540933132,1.8950984070254575
kai12,ATAC-seq,Accessibility,astrocyte 2,single_cell,catlas,2.169792444606205,3.2435700932700513,-0.011889456771314144,0.9753587451963293
kai13,ATAC-seq,Accessibility,bbb endothelial,single_cell,catlas,2.6108961548209506,4.348977289941099,-0.027012668550014496,1.8563105894314118
kai14,ATAC-seq,Accessibility,beta 1,single_cell,catlas,3.970597707361709,6.757860893500187,0.021805763244628906,2.810162361220857
kai15,ATAC-seq,Accessibility,beta 2,single_cell,catlas,4.234542267727226,6.971685402437589,0.02154669538140297,3.1309220138485827
kai16,ATAC-seq,Accessibility,cardiac fibroblast,single_cell,catlas,2.7377334104403523,4.3327791628019,0.028245534747838974,2.2526022953836957
kai17,ATAC-seq,Accessibility,cardiac pericyte 1,single_cell,catlas,3.0521493761313447,4.951728292409658,0.015345853753387928,2.3523271223118725
kai18,ATAC-seq,Accessibility,cardiac pericyte 2,single_cell,catlas,2.753145099857667,4.4729362377928155,0.018149565905332565,2.324661120832667
kai19,ATAC-seq,Accessibility,cardiac pericyte 3,single_cell,catlas,2.7106489766479966,4.60818871103628,0.012955720536410809,2.222290925747301
kai20,ATAC-seq,Accessibility,cardiac pericyte 4,single_cell,catlas,2.425410810137611,3.903374763567487,0.013530605472624302,1.9893240997858492
kai21,ATAC-seq,Accessibility,chief,single_cell,catlas,3.8617338472231975,6.421515353110266,0.03511994704604149,2.9931505907721663
kai22,ATAC-seq,Accessibility,cilliated,single_cell,catlas,2.697122802181042,4.516963927023834,0.0198818389326334,2.1711466733416254
kai23,ATAC-seq,Accessibility,club,single_cell,catlas,2.856057342840811,4.695116656286338,0.015361888334155083,2.1389842461814004
kai24,ATAC-seq,Accessibility,colon epithelial 1,single_cell,catlas,3.3238690223693053,5.2571347146740575,0.03406960144639015,1.9293645829553896
kai25,ATAC-seq,Accessibility,colon epithelial 2,single_cell,catlas,3.927714575165517,6.252491635105622,0.01458103395998478,2.23594794839471
kai26,ATAC-seq,Accessibility,colon epithelial 3,single_cell,catlas,3.2228059353506993,5.22363694931942,0.009785044938325882,1.9755941879476806
kai27,ATAC-seq,Accessibility,colon goblet,single_cell,catlas,3.5077172563417767,5.674650248524045,0.02408665604889393,2.0842802976522803
kai28,ATAC-seq,Accessibility,cortical epithelial,single_cell,catlas,3.852927508810581,6.238553825110368,0.024348469451069832,3.2163615735957825
kai29,ATAC-seq,Accessibility,delta+gamma,single_cell,catlas,3.8224290625505093,6.503064410323012,0.023841341957449913,2.749099525090636
kai30,ATAC-seq,Accessibility,ductal,single_cell,catlas,3.493937977684801,5.871400806883628,0.02434205636382103,2.850319589157989
kai31,ATAC-seq,Accessibility,endocardial,single_cell,catlas,3.052208129953751,5.106622875337319,0.010930826887488365,2.3180437388966686
kai32,ATAC-seq,Accessibility,endothelial exocrine,single_cell,catlas,3.9276224615302158,6.78142181644409,-0.010211430490016937,2.9004618388151107
kai33,ATAC-seq,Accessibility,endothelial general 1,single_cell,catlas,2.2202822377376723,3.584642589226196,0.021389132365584373,1.8991329341965653
kai34,ATAC-seq,Accessibility,endothelial general 2,single_cell,catlas,2.778808383234527,4.600363669276621,0.015532347373664379,2.3828700497372832
kai35,ATAC-seq,Accessibility,endothelial general 3,single_cell,catlas,3.5818008024894143,6.125212143406031,0.01321385893970728,2.725910484192015
kai36,ATAC-seq,Accessibility,endothelial myocardial,single_cell,catlas,2.795308892531881,4.603813494334732,0.010008169338107109,2.08166562231541
kai37,ATAC-seq,Accessibility,enteric neuron,single_cell,catlas,2.4420858314854907,3.9623920386237304,0.003458305960521102,2.0849173380879833
kai38,ATAC-seq,Accessibility,enterochromaffin,single_cell,catlas,2.846853078455671,4.720211578367229,0.005365594290196896,2.0439745742359423
kai39,ATAC-seq,Accessibility,enterocyte,single_cell,catlas,3.0029070924270735,4.799885164257704,0.037547074258327484,1.668506900433608
kai40,ATAC-seq,Accessibility,esophageal epithelial,single_cell,catlas,3.613427640656757,5.505537442176287,0.031077789142727852,2.736556479500513
kai41,ATAC-seq,Accessibility,fasciculata,single_cell,catlas,3.852839632230655,6.347636035663067,0.02037433534860611,3.3216474439605386
kai42,ATAC-seq,Accessibility,fetal a cardiomyocyte,single_cell,catlas,2.274083831440137,3.5706625453809204,0.03791557997465134,2.0804917089313486
kai43,ATAC-seq,Accessibility,fetal acinar 1,single_cell,catlas,2.707844016363849,4.075278468731282,0.02080145850777626,2.6568891678786684
kai44,ATAC-seq,Accessibility,fetal acinar 2,single_cell,catlas,2.064906914273292,3.100335081758489,0.04908338934183121,2.0413168894120206
kai45,ATAC-seq,Accessibility,fetal adrenal cortical,single_cell,catlas,2.352312962493057,3.435019228095809,0.021557264029979706,2.2105515942060885
kai46,ATAC-seq,Accessibility,fetal adrenal neuron,single_cell,catlas,2.164330258094708,3.2722177738302625,0.03656931594014168,2.0720889159264555
kai47,ATAC-seq,Accessibility,fetal alveolar cap endo,single_cell,catlas,2.2782330924054865,3.5973775143177,0.01856641285121441,2.016348190551516
kai48,ATAC-seq,Accessibility,fetal alveolar epithelial 1,single_cell,catlas,2.409505228864366,3.8081563306999597,0.03731507435441017,2.0885031382624755
kai49,ATAC-seq,Accessibility,fetal alveolar epithelial 2,single_cell,catlas,2.725653389401898,4.294458913266063,-0.024318402633070946,1.894248865602922
kai50,ATAC-seq,Accessibility,fetal astrocyte 1,single_cell,catlas,2.3764907932209742,3.721208745304503,0.030450968071818352,2.0222838561940306
kai51,ATAC-seq,Accessibility,fetal astrocyte 2,single_cell,catlas,2.604511726978385,4.093205776011451,0.021903833374381065,2.1746712847997958
kai52,ATAC-seq,Accessibility,fetal astrocyte 3,single_cell,catlas,2.6022910632336225,4.110932964981664,0.02025522291660309,1.8651967040257436
kai53,ATAC-seq,Accessibility,fetal astrocyte 4,single_cell,catlas,2.2008766832181763,3.333953374513926,0.019999204203486443,1.6097791220065747
kai54,ATAC-seq,Accessibility,fetal astrocyte 5,single_cell,catlas,2.559873637917758,4.114598199312668,-0.010498277842998505,1.947026406407879
kai55,ATAC-seq,Accessibility,fetal b lymphocyte 1 (spib+),single_cell,catlas,2.4734711762903014,3.6131220543551814,0.029832076281309128,2.1879890498781687
kai56,ATAC-seq,Accessibility,fetal b lymphocyte 2 (cxcr5+),single_cell,catlas,2.440900830298029,3.5934104015484496,0.021812107414007187,2.2353273556820343
kai57,ATAC-seq,Accessibility,fetal b lymphocyte 3 (npy+),single_cell,catlas,2.306357275054696,3.408296030034458,0.021631501615047455,1.9821293334286743
kai58,ATAC-seq,Accessibility,fetal cardiac fibroblast,single_cell,catlas,2.1010769855749802,3.175814456373564,0.03363557904958725,1.861996287524119
kai59,ATAC-seq,Accessibility,fetal cholangiocyte,single_cell,catlas,2.641763309630999,4.160514579061591,0.021349703893065453,2.4234888315756096
kai60,ATAC-seq,Accessibility,fetal chromaffin,single_cell,catlas,2.6906984125447413,3.9454304214544043,0.02736738696694374,2.29377620548137
kai61,ATAC-seq,Accessibility,fetal cilliated,single_cell,catlas,2.7468657332390234,4.241357144078376,0.018838979303836823,2.514560513320715
kai62,ATAC-seq,Accessibility,fetal ductal,single_cell,catlas,2.6464820177932227,3.968166247840265,0.028499847277998924,2.3328868727293606
kai63,ATAC-seq,Accessibility,fetal endocardial,single_cell,catlas,2.187667246049318,3.3341559861036316,0.024024976417422295,2.0323493193603452
kai64,ATAC-seq,Accessibility,fetal endothelial general 1,single_cell,catlas,2.043159903502283,3.197996702742885,0.036113083362579346,1.9604348566281657
kai65,ATAC-seq,Accessibility,fetal endothelial general 2,single_cell,catlas,2.420653114717441,3.8467518930449485,0.013806424103677273,2.0668793801997287
kai66,ATAC-seq,Accessibility,fetal endothelial general 3,single_cell,catlas,2.250172812068005,3.561293094464101,0.021550895646214485,2.101439328631231
kai67,ATAC-seq,Accessibility,fetal endothelial hepatic 1,single_cell,catlas,2.739947693408063,4.222516628157746,0.01077741663902998,2.4786192787721992
kai68,ATAC-seq,Accessibility,fetal endothelial hepatic 2,single_cell,catlas,2.649383064090073,4.189144435179537,0.026979627087712288,2.3679121476566136
kai69,ATAC-seq,Accessibility,fetal endothelial placental,single_cell,catlas,1.9173000554165425,2.8321406082270455,0.019656330347061157,1.8039824061386054
kai70,ATAC-seq,Accessibility,fetal enteric glia,single_cell,catlas,2.3518061454797747,3.6287048630491405,0.02495204657316208,2.229740931308287
kai71,ATAC-seq,Accessibility,fetal enteric neuron,single_cell,catlas,2.079562639600995,3.107528978798255,0.028557557612657547,1.9104570955062226
kai72,ATAC-seq,Accessibility,fetal enterocyte 1,single_cell,catlas,2.7095901240042446,4.180857834571734,0.03793950378894806,2.253231607036663
kai73,ATAC-seq,Accessibility,fetal enterocyte 2,single_cell,catlas,1.993020051904424,3.048828663224111,0.049355193972587585,1.9848792322783626
kai74,ATAC-seq,Accessibility,fetal enterocyte 3,single_cell,catlas,2.5073434524802845,3.7235538963094625,0.03977586328983307,2.2738412061564417
kai75,ATAC-seq,Accessibility,fetal enteroendocrine,single_cell,catlas,2.2429852492685276,3.4156583886815683,0.019273895770311356,2.1361268750336566
kai76,ATAC-seq,Accessibility,fetal erythroblast 1,single_cell,catlas,2.6330355567798134,4.007395853877585,0.045874159783124924,2.126806981684565
kai77,ATAC-seq,Accessibility,fetal erythroblast 2,single_cell,catlas,3.193055642163785,4.8337565514773,0.02289446070790291,2.5895296063851485
kai78,ATAC-seq,Accessibility,fetal erythroblast 3,single_cell,catlas,2.71192347415165,4.075304574632553,0.029930774122476578,2.1597040841623647
kai79,ATAC-seq,Accessibility,fetal erythroblast 4,single_cell,catlas,3.037338878365246,4.688233883340075,0.019389625638723373,2.3102738246174965
kai80,ATAC-seq,Accessibility,fetal erythroblast 5,single_cell,catlas,2.7271074751674362,4.299947994153223,0.01851494237780571,2.1483341006569328
kai81,ATAC-seq,Accessibility,fetal excitatory neuron 1,single_cell,catlas,1.8536832554489495,2.901240583403646,0.046899646520614624,1.5349906263751492
kai82,ATAC-seq,Accessibility,fetal excitatory neuron 10,single_cell,catlas,2.6027260740786584,4.107895973745616,0.023316659033298492,1.7175800690961716
kai83,ATAC-seq,Accessibility,fetal excitatory neuron 11,single_cell,catlas,2.457313365298098,3.8961403892668662,0.00295221246778965,1.76102383429523
kai84,ATAC-seq,Accessibility,fetal excitatory neuron 12,single_cell,catlas,2.4535844074207382,3.794499222894692,-0.0064180470071733,1.7730884456041978
kai85,ATAC-seq,Accessibility,fetal excitatory neuron 2,single_cell,catlas,2.2546765745991078,3.327587656761168,0.028716305270791054,1.6798533422052084
kai86,ATAC-seq,Accessibility,fetal excitatory neuron 3,single_cell,catlas,2.263601504601798,3.5115222273294306,0.03035438060760498,1.7498383713533983
kai87,ATAC-seq,Accessibility,fetal excitatory neuron 4,single_cell,catlas,1.7901781404867279,2.7534573021902666,0.0302831269800663,1.2974286623234081
kai88,ATAC-seq,Accessibility,fetal excitatory neuron 5,single_cell,catlas,2.4599578102154402,3.7660211946663824,0.02544567361474037,1.8597104812751235
kai89,ATAC-seq,Accessibility,fetal excitatory neuron 6,single_cell,catlas,2.2863097698281303,3.4119075795685148,0.02705789916217327,1.7295812578445622
kai90,ATAC-seq,Accessibility,fetal excitatory neuron 7,single_cell,catlas,2.5746534432500274,4.046809032996966,0.024080179631710052,1.9602341778270167
kai91,ATAC-seq,Accessibility,fetal excitatory neuron 8,single_cell,catlas,2.388685827504767,3.704505809616413,0.023349054157733917,1.605555060220875
kai92,ATAC-seq,Accessibility,fetal excitatory neuron 9,single_cell,catlas,2.634418346598401,4.127472203912644,0.02592904306948185,1.946126504519723
kai93,ATAC-seq,Accessibility,fetal extravillous trophoblast,single_cell,catlas,2.470327697704398,3.5230410156487397,0.010932425037026405,1.8519176899983065
kai94,ATAC-seq,Accessibility,fetal fibro gi,single_cell,catlas,2.0468555465741725,3.123362823322609,0.03859052434563637,2.043387715799545
kai95,ATAC-seq,Accessibility,fetal fibro general 1,single_cell,catlas,2.257330360184745,3.5356315764064137,0.04303598776459694,1.9788607156695273
kai96,ATAC-seq,Accessibility,fetal fibro general 2,single_cell,catlas,2.1900423760311836,3.3301219003962497,0.03169292211532593,1.999076294285058
kai97,ATAC-seq,Accessibility,fetal fibro general 3,single_cell,catlas,2.1734787390514216,3.291016248183292,0.03812887519598007,2.1433688091699246
kai98,ATAC-seq,Accessibility,fetal fibro general 4,single_cell,catlas,2.319346020065335,3.7284409779527588,0.007812529802322388,2.0795021009282206
kai99,ATAC-seq,Accessibility,fetal fibro general 5,single_cell,catlas,2.4700570382584535,3.9627947949584983,0.005474882200360298,1.874146386072742
kai100,ATAC-seq,Accessibility,fetal fibro muscle 1,single_cell,catlas,2.163404116382308,3.2791608115514523,0.030169380828738213,1.8732602418605437
kai101,ATAC-seq,Accessibility,fetal fibro placental 1,single_cell,catlas,1.9079277858723513,2.8394264813200687,0.038381192833185196,1.8275855904121379
kai102,ATAC-seq,Accessibility,fetal fibro placental 2,single_cell,catlas,2.1540050250697624,3.194893526803303,0.007356598973274231,1.7704982155079954
kai103,ATAC-seq,Accessibility,fetal fibro splenic,single_cell,catlas,2.2631745416083144,3.5020886572798284,0.02303449995815754,2.235900065985378
kai104,ATAC-seq,Accessibility,fetal gastri goblet,single_cell,catlas,2.1097997965133937,3.1400283241171354,0.04568036273121834,2.082968908862499
kai105,ATAC-seq,Accessibility,fetal goblet,single_cell,catlas,2.396083637850064,3.6406806027187524,0.022606637328863144,2.2368361029395523
kai106,ATAC-seq,Accessibility,fetal hematopoeitic stem,single_cell,catlas,2.1081410617856506,3.1716143140372712,0.03047197125852108,1.9760656120310198
kai107,ATAC-seq,Accessibility,fetal hepatoblast,single_cell,catlas,2.561360267306542,3.881882105965257,0.04268393665552139,2.2977653209770503
kai108,ATAC-seq,Accessibility,fetal inhibitory neuron 1,single_cell,catlas,2.3062106977320576,3.5518641660749997,0.029082590714097023,1.8600749960106273
kai109,ATAC-seq,Accessibility,fetal inhibitory neuron 2,single_cell,catlas,2.287953008416028,3.314544978351169,0.013252121396362782,1.6675919112375737
kai110,ATAC-seq,Accessibility,fetal inhibitory neuron 3,single_cell,catlas,2.2487227500641453,3.3040605417510585,0.014993823133409023,1.7090068176119533
kai111,ATAC-seq,Accessibility,fetal inhibitory neuron 4,single_cell,catlas,2.486109135871412,3.702169109274069,-0.007410608232021332,1.8477771717008509
kai112,ATAC-seq,Accessibility,fetal inhibitory neuron 5,single_cell,catlas,2.5395169566900893,3.975167009188128,0.0012785756262019277,1.9822152903958865
kai113,ATAC-seq,Accessibility,fetal islet,single_cell,catlas,2.4709760274278785,3.8020239165454375,0.02914806455373764,1.994433708368367
kai114,ATAC-seq,Accessibility,fetal lymphatic,single_cell,catlas,2.250136317111791,3.4526158708541885,0.021133970469236374,2.0430448491775417
kai115,ATAC-seq,Accessibility,fetal macrophage general 1,single_cell,catlas,2.5432489558894367,3.951934924253473,0.021535269916057587,2.1041662855544
kai116,ATAC-seq,Accessibility,fetal macrophage general 2,single_cell,catlas,1.824180436891284,2.869196267298685,0.03491547331213951,1.75653539954572
kai117,ATAC-seq,Accessibility,fetal macrophage general 3,single_cell,catlas,2.1651639623945154,3.2763427191300862,0.02510259300470352,1.9550370790600935
kai118,ATAC-seq,Accessibility,fetal macrophage general 4,single_cell,catlas,2.4546385917402747,3.7698582848488313,0.019004741683602333,2.1121457522946994
kai119,ATAC-seq,Accessibility,fetal macrophage hepatic 1,single_cell,catlas,2.949127438863399,4.615389725834183,0.023495037108659744,2.2917462035721954
kai120,ATAC-seq,Accessibility,fetal macrophage hepatic 2,single_cell,catlas,2.637083435841716,4.143448833841614,0.03940604254603386,2.2324927319042005
kai121,ATAC-seq,Accessibility,fetal macrophage hepatic 3,single_cell,catlas,2.571809076129393,4.0164551284594845,0.04176989570260048,2.3157016867613773
kai122,ATAC-seq,Accessibility,fetal macrophage placental,single_cell,catlas,2.4063295245232497,3.678588414810191,0.01850457303225994,1.9098159107592894
kai123,ATAC-seq,Accessibility,fetal megakaryocyte,single_cell,catlas,2.4396667205984532,3.5529142522613903,0.024526426568627357,2.3891550767005834
kai124,ATAC-seq,Accessibility,fetal mesangial 1,single_cell,catlas,2.380415999334912,3.6344442883962773,0.03022913634777069,2.0202054695124043
kai125,ATAC-seq,Accessibility,fetal mesangial 2,single_cell,catlas,2.517083604113577,3.7469099054017256,0.015177429653704166,2.3775514442988155
kai126,ATAC-seq,Accessibility,fetal mesothelial,single_cell,catlas,2.134799475899656,3.222184765227664,0.015774181112647057,2.2284210555696866
kai127,ATAC-seq,Accessibility,fetal metanephric,single_cell,catlas,2.17423864064404,3.249985021926636,0.032746948301792145,1.8989669002957164
kai128,ATAC-seq,Accessibility,fetal oligo progenitor 2,single_cell,catlas,2.5402300880587636,4.0077932309199245,0.011261074803769588,2.0541547596717824
kai129,ATAC-seq,Accessibility,fetal parietal+chief,single_cell,catlas,2.3277439301323923,3.512672596071294,0.01590254157781601,2.165437291468548
kai130,ATAC-seq,Accessibility,fetal photoreceptor,single_cell,catlas,2.3692422294160576,3.3966859211039844,0.016130128875374794,2.142952633211033
kai131,ATAC-seq,Accessibility,fetal placental neuron,single_cell,catlas,2.441431737617563,3.703095776605122,0.021883588284254074,2.210043297759772
kai132,ATAC-seq,Accessibility,fetal pulmonary neuroendocrine,single_cell,catlas,2.2839726358870336,3.5236956231321575,0.017323900014162064,2.116933385619406
kai133,ATAC-seq,Accessibility,fetal retinal neuron,single_cell,catlas,2.115256560808316,2.9672211515565343,0.023824360221624374,1.8749823297548516
kai134,ATAC-seq,Accessibility,fetal retinal pigment,single_cell,catlas,2.2345237231820128,3.288712364400064,0.018107810989022255,2.082427107942987
kai135,ATAC-seq,Accessibility,fetal retinal progenitor 1,single_cell,catlas,2.1256254861630643,3.0699119755829467,0.03341298922896385,1.9854353865197982
kai136,ATAC-seq,Accessibility,fetal retinal progenitor 2,single_cell,catlas,2.3856703322603283,3.4361945772802827,0.02171001024544239,2.001741871716243
kai137,ATAC-seq,Accessibility,fetal satellite 1,single_cell,catlas,2.6631808985352268,4.170076251317739,0.015887847170233727,2.040264624881003
kai138,ATAC-seq,Accessibility,fetal satellite 2,single_cell,catlas,2.5441400423280798,3.9518934580692453,0.005846444983035326,1.8847392206616136
kai139,ATAC-seq,Accessibility,fetal schwann general,single_cell,catlas,2.2158902749231575,3.370158305332307,0.022388393059372902,2.039204911683303
kai140,ATAC-seq,Accessibility,fetal skeletal myocyte 1,single_cell,catlas,2.39739712544424,3.671024152985527,0.02656036987900734,1.9845365079642465
kai141,ATAC-seq,Accessibility,fetal skeletal myocyte 2,single_cell,catlas,2.8606654407965606,4.389442255894766,0.00805081706494093,2.109389290849376
kai142,ATAC-seq,Accessibility,fetal skeletal myocyte 3,single_cell,catlas,2.4202270736065805,3.7541947014397694,0.021934516727924347,2.1739112826360603
kai143,ATAC-seq,Accessibility,fetal stellate,single_cell,catlas,2.4867763982978706,3.9323562489625807,0.02214496023952961,2.285117907653627
kai144,ATAC-seq,Accessibility,fetal sympathoblast,single_cell,catlas,2.346251858369239,3.569826226440533,0.014637813903391361,2.316310852079176
kai145,ATAC-seq,Accessibility,fetal syncitio+cytotrophoblast,single_cell,catlas,2.369668513104273,3.637152929113627,0.023248180747032166,1.7113784567255272
kai146,ATAC-seq,Accessibility,fetal t lymphocyte 1 (cd4+),single_cell,catlas,2.1085308322005143,3.2104930205041713,0.034742556512355804,1.9058501460613535
kai147,ATAC-seq,Accessibility,fetal t lymphocyte 2 (cytotoxic),single_cell,catlas,2.3447604684062218,3.480985735945435,0.0168607234954834,2.2716619670272786
kai148,ATAC-seq,Accessibility,fetal t lymphocyte 3 (il2+),single_cell,catlas,2.261405295990641,3.40405861242273,0.013251492753624916,2.1806563138014257
kai149,ATAC-seq,Accessibility,fetal t lymphocyte 4 (faslg+),single_cell,catlas,2.150435446309509,3.383016844056171,0.0036090698558837175,2.1096452918678077
kai150,ATAC-seq,Accessibility,fetal thymocyte,single_cell,catlas,2.9036572686498268,4.489776549037014,0.029988164082169533,2.301902139911329
kai151,ATAC-seq,Accessibility,fetal ureteric bud,single_cell,catlas,2.4040620908003967,3.510380177949025,0.028625544160604477,2.099010079741402
kai152,ATAC-seq,Accessibility,fetal v cardiomyocyte,single_cell,catlas,2.0460582632945483,3.2025102446107065,0.04760805517435074,1.818508802068774
kai153,ATAC-seq,Accessibility,fibro epithelial,single_cell,catlas,2.494530961818944,3.9394616137194807,0.025385700166225433,2.049915984429067
kai154,ATAC-seq,Accessibility,fibro gi,single_cell,catlas,3.107456517626755,5.154889232831451,0.019444577395915985,2.600295413011561
kai155,ATAC-seq,Accessibility,fibro general,single_cell,catlas,2.7003309967892464,4.321607758127145,0.03400587663054466,2.2323354707644647
kai156,ATAC-seq,Accessibility,fibro liver adrenal,single_cell,catlas,3.5427586140487892,5.873550560279584,0.01235037762671709,2.992033908677211
kai157,ATAC-seq,Accessibility,fibro muscle,single_cell,catlas,3.3434199584513906,5.632331317373165,0.014177462086081505,2.413962569174002
kai158,ATAC-seq,Accessibility,fibro nerve,single_cell,catlas,2.179583699109655,3.4862663188930023,0.01907888799905777,1.964473112722764
kai159,ATAC-seq,Accessibility,follicular,single_cell,catlas,3.499658656035917,6.482901148515884,0.01753816567361355,2.2001717101278153
kai160,ATAC-seq,Accessibility,foveolar,single_cell,catlas,3.195292775785865,4.906422147554824,0.036140087991952896,2.2147494597840662
kai161,ATAC-seq,Accessibility,gaba 1,single_cell,catlas,2.6220886170071758,3.722503644897243,-0.0009723413968458772,1.4873244317272192
kai162,ATAC-seq,Accessibility,gaba 2,single_cell,catlas,2.7418492275411914,3.9447448918989356,-0.0006408960907720029,1.6673518043107796
kai163,ATAC-seq,Accessibility,gastric neuroendocrine,single_cell,catlas,3.3534281670766135,5.797259431824037,0.02265094593167305,2.848957080355728
kai164,ATAC-seq,Accessibility,glomerulosa,single_cell,catlas,3.6660453362034486,6.133034149799669,0.013652813620865345,3.280044427088441
kai165,ATAC-seq,Accessibility,glutamatergic 1,single_cell,catlas,3.0187943348425166,4.372539640593022,0.01161174289882183,1.5030324910174313
kai166,ATAC-seq,Accessibility,glutamatergic 2,single_cell,catlas,3.54517712803937,5.35258294011965,0.013568658381700516,1.66108479022014
kai167,ATAC-seq,Accessibility,hepatocyte,single_cell,catlas,3.378471924088385,5.130887560240311,0.027615798637270927,2.6663843541403507
kai168,ATAC-seq,Accessibility,keratinocyte 1,single_cell,catlas,2.2634106925894697,3.4854524286090673,0.03247954696416855,2.0783195165659567
kai169,ATAC-seq,Accessibility,keratinocyte 2,single_cell,catlas,2.3645174188054656,3.3945835134512867,0.009347787126898766,1.7843555172657584
kai170,ATAC-seq,Accessibility,luteal,single_cell,catlas,2.9062224884715295,5.0922234216241975,0.031405672430992126,2.3087652680883064
kai171,ATAC-seq,Accessibility,lymphatic,single_cell,catlas,2.492154694198745,4.088713580129326,0.016854047775268555,2.0760793242558746
kai172,ATAC-seq,Accessibility,macrophage gen or alv,single_cell,catlas,2.5739145135153407,4.056721808588817,0.02848496288061142,1.964909710663198
kai173,ATAC-seq,Accessibility,macrophage general,single_cell,catlas,2.8069770657879016,4.615666513675842,0.02799803577363491,1.9712274831365009
kai174,ATAC-seq,Accessibility,mammary basal epi,single_cell,catlas,3.4216755559755434,5.615640055286482,0.03618582710623741,2.9536648199693687
kai175,ATAC-seq,Accessibility,mammary epithelial,single_cell,catlas,3.3969009290384595,5.329928832965226,0.03942343592643738,2.699563244909614
kai176,ATAC-seq,Accessibility,mammary luminal epi 1,single_cell,catlas,3.533281298871797,6.062074990067541,0.02017178386449814,3.191787930960248
kai177,ATAC-seq,Accessibility,mammary luminal epi 2,single_cell,catlas,2.0287634237576175,3.3265782976819014,0.027913467958569527,1.8275359804866707
kai178,ATAC-seq,Accessibility,mast,single_cell,catlas,3.0695032012524313,4.840401506599157,0.015610900707542896,2.862359429502072
kai179,ATAC-seq,Accessibility,melanocyte,single_cell,catlas,2.3917671022488225,3.8572810357432026,0.0195356123149395,2.2008574805129095
kai180,ATAC-seq,Accessibility,memory b,single_cell,catlas,3.326514124235499,5.233576691415711,0.014501240104436874,2.5878743681248375
kai181,ATAC-seq,Accessibility,mesothelial,single_cell,catlas,2.6198820410147032,3.882385041614576,0.022856682538986206,2.35951115539729
kai182,ATAC-seq,Accessibility,microglia,single_cell,catlas,3.0386390905442275,4.809670507459557,0.006985338404774666,1.7687835550023374
kai183,ATAC-seq,Accessibility,myoepithelial,single_cell,catlas,2.6938189519729256,4.199078633861034,0.020475316792726517,2.4635345528577606
kai184,ATAC-seq,Accessibility,naive t,single_cell,catlas,2.530972999112115,4.281912831751958,0.03501101955771446,2.283264110896397
kai185,ATAC-seq,Accessibility,natural killer t,single_cell,catlas,3.3428228357027554,5.361731150159585,0.002540513640269637,2.613386635815572
kai186,ATAC-seq,Accessibility,nerve stromal,single_cell,catlas,2.857425772317626,4.739184496622154,0.009928748942911625,2.2579000168637293
kai187,ATAC-seq,Accessibility,oligo precursor,single_cell,catlas,3.374206010391188,5.245490083715645,0.009634948335587978,2.2826361585424433
kai188,ATAC-seq,Accessibility,oligodendrocyte,single_cell,catlas,3.729924357932106,6.071885730214364,0.007351692765951157,2.575228279295109
kai189,ATAC-seq,Accessibility,paneth,single_cell,catlas,2.939041862714423,4.855065888599033,0.011487328447401524,2.2239602668049674
kai190,ATAC-seq,Accessibility,parietal,single_cell,catlas,4.051922841600813,6.590753881245835,0.022988973185420036,2.9568932916907187
kai191,ATAC-seq,Accessibility,pericyte general 1,single_cell,catlas,1.9202926418530932,3.04616451675958,0.02921326458454132,1.6615101151419687
kai192,ATAC-seq,Accessibility,pericyte general 2,single_cell,catlas,2.627836805066837,4.29129842037139,0.025319093838334084,2.345596182742355
kai193,ATAC-seq,Accessibility,pericyte general 3,single_cell,catlas,2.8001707994742437,4.547982009348486,0.02332652360200882,2.5424036051776646
kai194,ATAC-seq,Accessibility,pericyte general 4,single_cell,catlas,2.7350648528958823,4.583925000943746,0.019777633249759674,2.217426522602156
kai195,ATAC-seq,Accessibility,pericyte muscularis,single_cell,catlas,3.550856387636961,5.842100805889135,0.0010711209615692496,2.8540501936324643
